Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year
28.0,P04,2.0,177.0,-120.35,-42.25,615586.06,P04_002,,-35.15,-47.95,75.0,no,,,,,,,,,,,
28.0,P04,2.0,177.0,51.55,-48.05,934394.5,P04_003,,-34.95,-61.25,75.0,no,,,,,,,,,,,
28.0,P04,2.0,177.0,9.95001,-38.05,820098.31,P04_006,,-29.75,-46.65,75.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,129.85,60.05,3481074.2,P03_033+035,P03_01,76.95,27.15,75.0,yes,,,,,,,,,,,
28.0,P04,3.0,177.0,38.35,64.85,2061528.6,P03_036,P03_01,77.15,55.25,75.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,-76.15,70.45,1654173.0,P04_059,P03_01,78.85,58.75,50.0,yes,,,,,,,,,,,
28.0,P04,3.0,177.0,69.05,-24.75,1532927.8,P03_110,,-10.15,-36.25,75.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,-111.95,-43.25,1813604.0,P04_002,,-33.25,-53.55,50.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,51.55,-50.65,916436.0,P04_003,,-39.25,-59.95,50.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,-164.35,-49.35,539765.5,P04_004,P03_04,-42.85,-58.05,75.0,no,,,,,,,,,,,
28.0,P04,3.0,177.0,-4.34999,-48.15,550467.06,P04_007,,-42.75,-53.55,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,129.55,61.45,3383265.5,P03_033+035,P03_01,80.95,26.35,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,68.95,67.25,1218841.6,P03_036,P03_01,74.85,57.75,50.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,17.85,61.25,131912.48,P04_060,P03_01,66.75,54.35,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,-12.25,66.05,1146653.4,P04_059,P03_01,77.95,51.05,50.0,yes,,,,,,,,,,,
28.0,P04,4.0,178.0,-107.85,-45.75,691902.81,P04_002,,-37.65,-52.25,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,59.75,-53.75,450817.62,P04_003,,-46.55,-60.95,50.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,70.35,-21.05,2439357.0,P03_110,,-4.74999,-33.95,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,175.15,-34.95,1696018.0,P04_005,P03_04,-23.05,-48.75,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,25.25,-46.95,303217.22,P04_007,,-42.15,-53.55,75.0,no,,,,,,,,,,,
28.0,P04,4.0,178.0,-141.25,-45.85,27989.006,P04_008,,-44.45,-47.85,100.0,no,,,,,,,,,,,
28.0,P04,5.0,178.0,135.55,66.05,3452173.5,P03_033+035+036,P03_01,78.45,48.35,50.0,no,,,,,,,,,,,
28.0,P04,5.0,178.0,9.35001,65.45,2387149.8,P04_059+060,P03_01,76.55,50.85,50.0,yes,,,,,,,,,,,
28.0,P04,5.0,178.0,73.55,-19.45,2511143.8,P03_110,,-1.64999,-31.45,75.0,yes,,,,,,,,,,,
28.0,P04,5.0,178.0,-106.05,-41.15,350511.84,P04_002,,-36.35,-45.85,75.0,no,,,,,,,,,,,
28.0,P04,5.0,178.0,-146.45,-33.65,281665.0,P04_009,P03_04,-29.45,-38.15,75.0,no,,,,,,,,,,,
28.0,P04,5.0,178.0,174.25,-27.85,1892749.0,P04_005,P03_04,-17.05,-39.35,50.0,no,,,,,,,,,,,
28.0,P04,6.0,179.0,21.55,61.25,6451376.0,P04_059+060,P03_01,80.65,38.55,75.0,yes,,,,,,,,,,,
28.0,P04,6.0,179.0,-55.55,67.35,161438.84,P04_061,P03_01,71.95,62.95,75.0,no,,,,,,,,,,,
28.0,P04,6.0,179.0,-95.15,71.15,200869.53,P04_062,P03_01,75.05,67.45,75.0,no,,,,,,,,,,,
28.0,P04,6.0,179.0,73.85,-18.55,2113493.2,P03_110,,-6.45,-28.15,50.0,yes,,,,,,,,,,,
28.0,P04,6.0,179.0,-137.15,-52.75,738329.0,P04_010,P03_04,-43.85,-61.45,75.0,no,,,,,,,,,,,
28.0,P04,6.0,179.0,168.65,-26.25,905790.38,P04_005,P03_04,-16.85,-36.65,50.0,no,,,,,,,,,,,
28.0,P04,7.0,179.0,37.25,61.85,4724698.5,P04_059+060,P03_01,77.75,41.95,50.0,yes,,,,,,,,,,,
28.0,P04,7.0,179.0,-61.55,57.55,556212.5,P04_061,P03_01,60.95,54.15,75.0,no,,,,,,,,,,,
28.0,P04,7.0,179.0,-54.35,66.95,920252.88,P04_062,P03_01,71.95,60.85,75.0,yes,,,,,,,,,,,
28.0,P04,7.0,179.0,-132.45,-44.35,1075306.1,P04_010,P03_04,-38.25,-52.05,50.0,no,,,,,,,,,,,
28.0,P04,7.0,179.0,-89.05,-52.65,492042.78,P04_011,,-44.05,-59.55,75.0,no,,,,,,,,,,,
28.0,P04,8.0,180.0,66.75,60.45,4251542.5,P04_059+060,P03_01,76.75,45.05,75.0,yes,,,,,,,,,,,
28.0,P04,8.0,180.0,-31.95,64.25,3204696.0,P04_061+062,P03_01,79.65,50.65,75.0,no,,,,,,,,,,,
28.0,P04,8.0,180.0,-77.55,-41.95,1396241.9,P04_011,,-30.15,-49.75,75.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,116.25,59.25,4641945.0,P04_059+060,P03_01,75.05,37.75,75.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,-10.55,62.65,4571014.5,P04_061+062,P03_01,75.45,45.05,75.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,-133.75,-51.25,504656.59,P04_012,,-47.15,-55.85,75.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,-26.15,-51.65,160430.16,P04_013,,-47.55,-55.75,100.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,55.55,-36.35,82186.211,P04_015,,-33.25,-39.55,100.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,7.35001,-52.15,23908.645,P04_017,,-49.85,-53.75,100.0,no,,,,,,,,,,,
28.0,P04,9.0,180.0,-89.75,-23.75,287991.47,P04_018,,-14.75,-30.25,75.0,no,,,,,,,,,,,
28.0,P04,10.0,181.0,26.25,61.75,3976593.2,P04_061+062,P03_01,78.15,36.35,75.0,yes,,,,,,,,,,,
28.0,P04,10.0,181.0,128.45,59.65,1687586.6,P04_059+060,P03_01,72.75,47.35,50.0,yes,,,,,,,,,,,
28.0,P04,10.0,181.0,-130.85,-44.65,930922.06,P04_012,,-37.65,-52.05,50.0,no,,,,,,,,,,,
28.0,P04,10.0,181.0,-83.35,-46.85,619902.56,P04_014,,-38.85,-52.25,75.0,no,,,,,,,,,,,
28.0,P04,10.0,181.0,61.65,-54.35,100027.26,P04_016,,-49.25,-59.15,100.0,no,,,,,,,,,,,
28.0,P04,10.0,181.0,71.85,-11.65,844982.88,P04_019,,-2.24999,-21.75,50.0,no,,,,,,,,,,,
28.0,P04,10.0,181.0,111.35,-53.55,282251.44,P04_022,,-46.95,-59.55,75.0,no,,,,,,,,,,,
28.0,P04,11.0,181.0,64.85,60.75,5651065.0,P04_061+062,P03_01,76.35,31.95,75.0,no,,,,,,,,,,,
28.0,P04,11.0,181.0,-25.65,64.05,919294.38,P04_063,P03_01,73.05,56.45,75.0,no,,,,,,,,,,,
28.0,P04,11.0,181.0,42.95,-53.85,94159.32,P04_020,,-48.05,-57.05,75.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,-9.54999,62.85,3516882.0,P04_063,P03_01,75.45,44.85,50.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,101.15,66.45,2518550.2,P04_061+062,P03_01,79.05,53.75,75.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,134.15,57.85,1084699.5,P04_064,P03_01,74.05,46.65,75.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,54.85,-33.65,78028.234,P04_021,,-31.75,-35.65,75.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,-36.15,-47.15,138830.91,P04_023,,-44.25,-50.35,75.0,no,,,,,,,,,,,
28.0,P04,12.0,182.0,-3.45,-52.95,441933.06,P04_024,,-47.95,-58.45,75.0,no,,,,,,,,,,,
28.0,P04,13.0,182.0,-174.25,61.85,1122933.5,P04_064,P03_01,75.65,42.75,75.0,no,,,,,,,,,,,
28.0,P04,13.0,182.0,12.05,67.95,1710204.0,P04_063,P03_01,77.35,54.55,75.0,no,,,,,,,,,,,
28.0,P04,13.0,182.0,-45.15,59.85,38883.148,P04_066,,61.75,57.95,100.0,no,,,,,,,,,,,
28.0,P04,13.0,182.0,117.85,-54.95,222563.28,P04_027,,-49.45,-58.95,75.0,no,,,,,,,,,,,
28.0,P04,13.0,182.0,76.75,-60.85,252685.8,P04_031,,-56.15,-63.95,75.0,no,,,,,,,,,,,
28.0,P04,14.0,183.0,178.95,53.45,777389.06,P04_064,P03_01,65.95,40.25,75.0,no,,,,,,,,,,,
28.0,P04,14.0,183.0,-26.95,66.05,1515634.2,P04_065,P03_01,75.75,56.45,75.0,no,,,,,,,,,,,
28.0,P04,14.0,183.0,-37.75,-49.85,33183.441,P04_025,,-47.75,-51.65,100.0,no,,,,,,,,,,,
28.0,P04,14.0,183.0,142.55,-49.85,643447.81,P04_027,,-46.35,-53.75,50.0,no,,,,,,,,,,,
28.0,P04,15.0,183.0,-58.25,-50.95,353639.41,P04_026,,-44.25,-55.75,75.0,no,,,,,,,,,,,
28.0,P04,15.0,183.0,-138.05,-54.55,547719.31,P04_028,,-50.45,-60.75,100.0,no,,,,,,,,,,,
28.0,P04,16.0,184.0,-53.25,-50.35,242582.86,P04_026,,-46.15,-54.95,75.0,no,,,,,,,,,,,
28.0,P04,16.0,184.0,-12.65,-52.05,99165.219,P04_029,,-49.85,-54.15,100.0,no,,,,,,,,,,,
28.0,P04,16.0,184.0,40.65,-54.25,159171.08,P04_030,,-50.05,-57.65,75.0,no,,,,,,,,,,,
28.0,P04,16.0,184.0,-84.65,-51.75,243802.02,P04_032,,-48.05,-55.35,50.0,yes,,,,,,,,,,,
28.0,P04,16.0,184.0,-52.15,62.75,55080.996,P04_067,,65.55,59.15,100.0,no,,,,,,,,,,,
28.0,P04,17.0,185.0,-18.65,-47.25,115590.3,P04_033,,-42.75,-51.25,100.0,no,,,,,,,,,,,
28.0,P04,17.0,185.0,-85.15,-48.75,114111.71,P04_032,,-46.35,-50.85,75.0,no,,,,,,,,,,,
28.0,P04,17.0,185.0,-44.65,62.75,106240.41,P04_067,P04_01,65.95,59.55,75.0,no,,,,,,,,,,,
28.0,P04,17.0,185.0,13.35,55.65,273704.28,P04_069,,61.75,49.35,100.0,no,,,,,,,,,,,
28.0,P04,17.0,185.0,105.75,60.65,2176030.8,P04_070,P04_01,72.75,46.85,50.0,yes,,,,,,,,,,,
28.0,P04,18.0,185.0,3.65001,-55.35,313426.09,P04_034,,-52.15,-59.35,75.0,no,,,,,,,,,,,
28.0,P04,18.0,185.0,-35.25,-52.65,192926.22,P04_035,,-46.95,-58.45,75.0,no,,,,,,,,,,,
28.0,P04,18.0,185.0,91.15,-59.85,175476.16,P04_036,,-55.25,-64.75,75.0,no,,,,,,,,,,,
28.0,P04,18.0,185.0,-19.55,56.95,1805657.2,P04_067,P04_01,73.45,42.75,75.0,yes,,,,,,,,,,,
28.0,P04,18.0,185.0,15.05,54.95,197549.14,P04_069,,59.85,48.35,75.0,no,,,,,,,,,,,
28.0,P04,18.0,185.0,120.75,61.85,2073873.5,P04_070,P04_01,72.35,46.25,50.0,yes,,,,,,,,,,,
28.0,P04,19.0,186.0,10.35,-51.45,614474.12,P04_034,,-45.05,-58.25,75.0,no,,,,,,,,,,,
28.0,P04,19.0,186.0,94.15,-59.25,121314.36,P04_036,,-54.65,-62.65,75.0,no,,,,,,,,,,,
28.0,P04,19.0,186.0,-91.75,-54.55,28077.162,P04_037,,-52.95,-55.85,100.0,no,,,,,,,,,,,
28.0,P04,19.0,186.0,-115.25,-54.85,29580.328,P04_038,,-52.75,-56.65,75.0,no,,,,,,,,,,,
28.0,P04,19.0,186.0,18.85,61.45,2816489.8,P04_067,P04_01,76.75,42.15,75.0,yes,,,,,,,,,,,
28.0,P04,19.0,186.0,69.85,64.55,340198.0,P04_069,P04_01,71.15,57.05,75.0,no,,,,,,,,,,,
28.0,P04,19.0,186.0,-75.35,69.55,404472.94,P04_071,,74.45,63.95,75.0,no,,,,,,,,,,,
28.0,P04,20.0,186.0,-65.35,-52.45,211473.28,P04_068,,-48.65,-56.05,75.0,no,,,,,,,,,,,
28.0,P04,20.0,186.0,43.85,-51.25,210602.75,P04_039,,-47.55,-55.85,50.0,no,,,,,,,,,,,
28.0,P04,20.0,186.0,-30.55,60.25,2273146.0,P04_071,P04_01,76.15,44.85,75.0,yes,,,,,,,,,,,
28.0,P04,20.0,186.0,74.25,59.15,2415581.2,P04_067+069,P04_01,73.05,45.85,75.0,no,,,,,,,,,,,
28.0,P04,20.0,186.0,173.35,64.85,102450.02,P04_073,P04_01,69.05,61.45,75.0,yes,,,,,,,,,,,
28.0,P04,20.0,186.0,-172.85,35.75,191644.69,P04_074,,39.15,31.35,100.0,no,,,,,,,,,,,
28.0,P04,21.0,187.0,-18.65,-50.25,832639.75,P04_040,,-43.25,-57.65,100.0,no,,,,,,,,,,,
28.0,P04,21.0,187.0,-133.65,-54.65,13114.761,P04_045,,-52.95,-55.85,100.0,no,,,,,,,,,,,
28.0,P04,21.0,187.0,0.550003,54.35,4722452.0,P04_071,P04_01,75.75,30.25,75.0,yes,,,,,,,,,,,
28.0,P04,21.0,187.0,120.15,57.65,1767498.1,P04_067+069,P04_01,69.85,48.35,75.0,no,,,,,,,,,,,
28.0,P04,21.0,187.0,-156.05,37.35,50190.094,P04_074,,39.55,35.65,100.0,no,,,,,,,,,,,
28.0,P04,22.0,187.0,-2.14999,-44.25,919327.25,P04_040,,-35.55,-51.65,75.0,no,,,,,,,,,,,
28.0,P04,22.0,187.0,32.65,-50.35,112099.67,P04_041,,-46.55,-53.95,100.0,no,,,,,,,,,,,
28.0,P04,22.0,187.0,62.95,-62.05,372547.0,P04_042,,-54.45,-66.35,75.0,no,,,,,,,,,,,
28.0,P04,22.0,187.0,51.45,58.45,2559037.2,P04_071,P04_01,68.65,50.25,50.0,yes,,,,,,,,,,,
28.0,P04,22.0,187.0,-27.25,42.75,2441814.2,P04_072,P04_01,62.65,23.85,75.0,no,,,,,,,,,,,
28.0,P04,23.0,188.0,4.05,-39.15,376402.38,P04_040,,-34.25,-43.55,75.0,yes,,,,,,,,,,,
28.0,P04,23.0,188.0,45.65,-53.95,62921.895,P04_043,,-50.95,-56.05,100.0,no,,,,,,,,,,,
28.0,P04,23.0,188.0,34.95,-45.25,300086.75,P04_041,,-38.65,-52.05,75.0,no,,,,,,,,,,,
28.0,P04,23.0,188.0,-61.55,-52.35,310751.16,P04_044,,-45.95,-57.05,75.0,no,,,,,,,,,,,
28.0,P04,23.0,188.0,65.55,-51.55,143421.89,P04_050,,-46.95,-55.85,50.0,no,,,,,,,,,,,
28.0,P04,23.0,188.0,111.55,60.65,1540832.1,P04_071,P04_01,74.05,48.95,75.0,yes,,,,,,,,,,,
28.0,P04,23.0,188.0,-8.04999,49.45,794496.25,P04_072,,65.75,36.55,50.0,yes,,,,,,,,,,,
28.0,P04,24.0,188.0,44.45,-45.75,307502.41,P04_041,,-37.15,-50.85,75.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,-62.65,-48.35,244327.53,P04_044,,-44.45,-52.65,75.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,-34.35,-49.55,294300.84,P04_046,,-42.75,-57.45,100.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,-43.35,-41.85,197920.3,P04_047,,-37.85,-45.85,75.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,123.75,-55.35,10319.53,P04_054,,-54.25,-56.25,100.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,154.85,57.65,1348549.5,P04_071,P04_01,72.15,43.35,75.0,no,,,,,,,,,,,
28.0,P04,24.0,188.0,0.950012,56.85,694140.19,P04_072,,67.35,45.45,50.0,yes,,,,,,,,,,,
28.0,P04,24.0,188.0,41.35,45.55,23098.295,P04_076,,47.45,43.75,100.0,no,,,,,,,,,,,
28.0,P04,25.0,189.0,-42.55,-43.15,112660.27,P04_047,,-39.65,-46.25,50.0,yes,,,,,,,,,,,
28.0,P04,25.0,189.0,-16.45,-27.35,263218.56,P04_048,,-20.35,-32.95,75.0,no,,,,,,,,,,,
28.0,P04,25.0,189.0,-133.65,-54.05,205943.41,P04_052,,-50.65,-56.65,50.0,no,,,,,,,,,,,
28.0,P04,25.0,189.0,-171.55,53.85,606542.19,P04_071,P04_01,65.15,45.05,75.0,no,,,,,,,,,,,
28.0,P04,25.0,189.0,168.75,61.25,124010.21,P04_075,,63.85,58.55,75.0,no,,,,,,,,,,,
28.0,P04,26.0,189.0,-16.05,-26.15,373163.59,P04_048,,-20.35,-32.35,50.0,yes,,,,,,,,,,,
28.0,P04,26.0,189.0,-164.95,-51.25,221390.97,P04_049,,-45.05,-56.25,100.0,no,,,,,,,,,,,
28.0,P04,26.0,189.0,-84.45,-53.95,10701.683,P04_051,,-52.75,-55.15,100.0,no,,,,,,,,,,,
28.0,P04,26.0,189.0,-126.55,-51.85,233540.97,P04_052,,-47.35,-56.25,50.0,no,,,,,,,,,,,
28.0,P04,27.0,190.0,-63.75,-51.75,270893.31,P04_053,,-47.35,-55.15,75.0,no,,,,,,,,,,,
28.0,P04,28.0,190.0,-44.35,-45.95,153601.5,P04_055,,-42.55,-48.35,100.0,no,,,,,,,,,,,
28.0,P04,28.0,190.0,-16.75,-53.55,249786.78,P04_056,,-49.65,-58.05,75.0,no,,,,,,,,,,,
28.0,P04,29.0,191.0,-102.55,-11.15,82404.719,P04_057,,-7.05,-14.45,100.0,no,,,,,,,,,,,
28.0,P04,29.0,191.0,-60.65,51.15,103968.24,P04_077,,54.25,47.75,75.0,no,,,,,,,,,,,
28.0,P04,30.0,192.0,-104.05,-11.95,154588.2,P04_057,,-7.85,-16.25,100.0,no,,,,,,,,,,,
28.0,P04,30.0,192.0,-7.75,-56.55,9782.5811,P04_058,,-55.05,-57.65,100.0,no,,,,,,,,,,,
28.0,P05,1.0,192.0,-9.45,-51.35,110883.2,P05_047,,-47.95,-54.55,100.0,no,,,,,,,,,,,
28.0,P05,2.0,193.0,71.05,62.65,330679.12,P05_001,,68.45,55.45,50.0,no,,,,,,,,,,,
28.0,P05,2.0,193.0,-8.54999,-52.25,15579.441,P05_047,,-50.45,-53.75,75.0,no,,,,,,,,,,,
28.0,P05,3.0,193.0,97.65,63.85,526249.38,P05_001,P05_01,69.45,56.65,75.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,112.75,58.55,1519973.4,P05_001,P05_01,69.65,46.65,50.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,-20.75,60.65,1797734.2,P05_003,P05_01,75.75,42.55,75.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,-9.04999,44.55,266981.0,P05_004,P05_01,52.65,34.45,75.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,-20.85,-53.55,72646.383,P05_048,,-50.75,-55.55,100.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,93.95,-59.95,54548.094,P05_050,,-57.15,-63.05,75.0,no,,,,,,,,,,,
28.0,P05,4.0,194.0,-99.95,-16.35,241059.56,P05_051,,-10.55,-21.95,75.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,160.05,62.85,359320.28,P05_002,P05_01,73.25,53.15,50.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,16.35,49.85,4357646.0,P05_003+004,P05_01,75.75,29.25,75.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,-173.35,36.75,251310.45,P05_005,,42.05,31.05,100.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,-17.55,-47.95,36276.109,P05_048,,-45.95,-50.15,100.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,-12.95,-56.85,7407.1982,P05_049,,-55.85,-57.85,100.0,no,,,,,,,,,,,
28.0,P05,5.0,194.0,-97.75,-56.65,48958.352,P05_052,,-55.05,-58.25,75.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,75.65,57.75,2651526.8,P05_003+004,P05_01,76.35,44.15,75.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,-167.25,37.15,116569.31,P05_005,P05_02,40.35,32.95,50.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,-157.55,35.55,25235.65,P05_006,P05_02,37.05,34.05,100.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,172.85,48.15,682233.5,P05_007,P05_02,55.55,41.25,100.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,111.55,54.65,295592.41,P05_008,P05_01,65.05,45.05,100.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,-52.55,33.55,54315.281,P05_009,,36.25,31.35,100.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,-87.05,-56.95,8519.1992,P05_052,,-55.25,-58.05,75.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,21.85,-55.05,17568.816,P05_053,,-53.25,-56.85,100.0,no,,,,,,,,,,,
28.0,P05,6.0,195.0,-107.85,-23.45,135792.53,P05_054,,-19.15,-27.75,50.0,no,,,,,,,,,,,
28.0,P05,7.0,195.0,-36.05,58.45,1361064.8,P05_010,P05_01,72.95,41.05,75.0,yes,,,,,,,,,,,
28.0,P05,7.0,195.0,172.45,50.75,307041.03,P05_007,P05_02,58.65,41.95,75.0,no,,,,,,,,,,,
28.0,P05,7.0,195.0,124.35,52.15,2784418.2,P05_008,P05_02,75.45,31.35,100.0,no,,,,,,,,,,,
28.0,P05,7.0,195.0,-77.35,-53.65,120992.21,P05_052,,-50.45,-56.85,75.0,no,,,,,,,,,,,
28.0,P05,7.0,195.0,16.95,-56.85,60588.992,P05_053,,-53.85,-58.55,100.0,no,,,,,,,,,,,
28.0,P05,8.0,196.0,131.95,41.75,4039004.0,P05_008,P05_02,60.95,19.25,75.0,no,,,,,,,,,,,
28.0,P05,8.0,196.0,46.55,57.15,6324590.0,P05_010,P05_01,74.85,35.45,75.0,yes,,,,,,,,,,,
28.0,P05,8.0,196.0,-7.54999,-55.75,363093.44,P05_053,,-50.25,-59.75,75.0,no,,,,,,,,,,,
28.0,P05,8.0,196.0,-89.05,-49.95,479942.56,P05_056,,-39.05,-60.35,75.0,no,,,,,,,,,,,
28.0,P05,8.0,196.0,-140.15,-56.65,18686.359,P05_057,,-55.05,-57.85,100.0,no,,,,,,,,,,,
28.0,P05,8.0,196.0,-114.55,-56.05,38211.934,P05_058,,-54.45,-57.65,75.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,-30.15,46.45,529236.94,P05_011,P05_01,55.35,37.75,75.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,-55.25,64.35,815319.38,P05_012,P05_01,71.75,55.85,75.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,116.95,55.35,2525116.5,P05_010,P05_02,70.45,45.85,50.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,145.45,37.15,2734302.8,P05_008,P05_02,59.85,14.25,50.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,-171.35,39.85,346968.59,P05_014,P05_02,47.45,32.35,100.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,52.35,-41.95,545064.12,P05_055,,-32.45,-50.65,75.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,-90.25,-48.85,253941.39,P05_056,,-41.55,-56.85,50.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,-3.95,-56.15,223814.47,P05_053,,-52.15,-60.15,75.0,no,,,,,,,,,,,
28.0,P05,9.0,196.0,20.55,-53.55,113494.37,P05_053b,,-50.95,-55.35,75.0,no,,,,,,,,,,,
28.0,P05,10.0,197.0,-15.65,57.35,3613274.2,P05_011+012,P05_01,73.05,36.05,75.0,no,,,,,,,,,,,
28.0,P05,10.0,197.0,141.55,51.95,750164.69,P05_013,P05_02,61.75,43.95,75.0,no,,,,,,,,,,,
28.0,P05,10.0,197.0,56.15,-38.35,393400.06,P05_055,,-30.35,-48.75,75.0,no,,,,,,,,,,,
28.0,P05,10.0,197.0,17.65,-50.45,181500.33,P05_053b,,-47.75,-52.45,75.0,no,,,,,,,,,,,
28.0,P05,10.0,197.0,132.95,15.35,518053.84,P05_008,P05_02,23.65,5.75001,75.0,no,,,,,,,,,,,
28.0,P05,11.0,197.0,-167.65,35.95,117047.35,P05_015,P05_02,39.75,31.95,100.0,no,,,,,,,,,,,
28.0,P05,11.0,197.0,178.25,47.75,1262620.8,P05_013,P05_02,63.45,34.85,75.0,yes,,,,,,,,,,,
28.0,P05,11.0,197.0,21.05,51.45,4920505.0,P05_011+012,P05_01,72.75,17.75,75.0,yes,,,,,,,,,,,
28.0,P05,11.0,197.0,106.25,38.45,227805.33,P05_019,P05_02,44.35,33.35,75.0,no,,,,,,,,,,,
28.0,P05,11.0,197.0,40.05,-50.65,442685.66,P05_053,,-42.75,-58.55,100.0,no,,,,,,,,,,,
28.0,P05,11.0,197.0,-13.45,-54.05,404767.66,P05_060,,-49.45,-58.95,75.0,no,,,,,,,,,,,
28.0,P05,11.0,197.0,-90.15,-57.65,14564.352,P05_062,,-56.75,-58.55,100.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,26.15,46.85,6198573.5,P05_011+012,P05_01,62.55,14.05,75.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,125.85,40.65,222288.16,P05_019,P05_02,44.95,34.85,100.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,123.95,-56.05,41244.367,P05_059,,-53.25,-58.05,75.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,-119.45,-57.45,7679.0835,P05_061,,-55.85,-58.55,100.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,-34.15,-51.95,121370.2,P05_066,,-48.65,-55.75,75.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,-9.34999,-56.05,85095.789,P05_067,,-52.55,-59.15,75.0,no,,,,,,,,,,,
28.0,P05,12.0,198.0,14.45,-54.95,249757.11,P05_068,,-51.35,-58.95,50.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,165.25,30.25,1286563.9,P05_016,P05_02,48.05,11.75,100.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,144.25,34.05,167155.73,P05_017,P05_02,37.05,31.15,100.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,38.85,54.95,2228778.0,P05_011+012,P05_01,65.15,45.45,75.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,-158.05,37.85,1440947.6,P05_021,P05_02,53.45,21.15,75.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,-26.05,14.05,899272.19,P05_011+012b,,23.95,4.65,75.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,-85.75,-56.95,16802.084,P05_063,,-55.65,-58.25,100.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,-98.15,-19.45,117419.23,P05_064,,-15.75,-22.95,50.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,9.75,-54.95,357788.66,P05_068,,-49.65,-60.15,50.0,no,,,,,,,,,,,
28.0,P05,13.0,199.0,38.05,-54.15,387519.5,P05_069,,-45.95,-59.75,75.0,no,,,,,,,,,,,
