Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Ls_rad,sin_Ls,cos_Ls,avg_temp,pressure_diff,temp_diff,pressure_diff_norm,temp_diff_norm,temp_range,dust_storm_intensity,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,pressure_7sol_std,avg_temp_lag1,avg_temp_lag7,avg_temp_7sol_std,wind_speed_lag1,wind_speed_lag7,wind_speed_7sol_std,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
31.0,D12,12.0,316.0,57.95,52.65,1254896.2,D12_027,,58.95,43.85,75.0,no,166,2013-05-12,272,316,Month 11,-71.0,-5.0,864.0,9.677419354838708,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-38.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,52.65,1,0,864.0,864.0,0.0,-37.5,-37.5,0.2672612419124466,8.32258064516129,8.32258064516129,0.7241917522788278,13587574.0,222016.11,5845030.773557437
31.0,D12,12.0,316.0,57.95,52.65,1254896.2,D12_027,,58.95,43.85,75.0,no,165,2013-05-11,271,316,Month 11,-69.0,-6.0,864.0,8.32258064516129,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-37.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,52.65,1,0,864.0,864.0,0.0,-38.0,-38.0,0.26726124191245065,9.677419354838708,9.677419354838708,0.7241917522788273,1254896.2,1859853.2,5821897.689032499
31.0,D12,12.0,316.0,103.35,-77.75,1757845.4,D12_013,D11_03,-62.95,-89.45,50.0,no,166,2013-05-12,272,316,Month 11,-71.0,-5.0,864.0,9.677419354838708,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-38.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,77.75,1,0,864.0,864.0,0.0,-37.5,-37.5,0.2672612419124466,8.32258064516129,8.32258064516129,0.7241917522788278,1254896.2,1859853.2,4479640.6852815775
31.0,D12,12.0,316.0,103.35,-77.75,1757845.4,D12_013,D11_03,-62.95,-89.45,50.0,no,165,2013-05-11,271,316,Month 11,-69.0,-6.0,864.0,8.32258064516129,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-37.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,77.75,1,0,864.0,864.0,0.0,-38.0,-38.0,0.26726124191245065,9.677419354838708,9.677419354838708,0.7241917522788273,1757845.4,2096327.5,3791112.767886603
31.0,D12,12.0,316.0,43.55,-30.55,2383123.0,D12_019,D11_03,-18.75,-40.95,75.0,no,166,2013-05-12,272,316,Month 11,-71.0,-5.0,864.0,9.677419354838708,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-38.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,30.55,1,0,864.0,864.0,0.0,-37.5,-37.5,0.2672612419124466,8.32258064516129,8.32258064516129,0.7241917522788278,1757845.4,2096327.5,4820828.321079698
31.0,D12,12.0,316.0,43.55,-30.55,2383123.0,D12_019,D11_03,-18.75,-40.95,75.0,no,165,2013-05-11,271,316,Month 11,-69.0,-6.0,864.0,8.32258064516129,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-37.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,30.55,1,0,864.0,864.0,0.0,-38.0,-38.0,0.26726124191245065,9.677419354838708,9.677419354838708,0.7241917522788273,2383123.0,13587574.0,4976032.060782219
31.0,D12,12.0,316.0,-10.45,-39.55,11754368.0,D12_010+011+014+016+017+018,D11_03,12.05,-70.55,75.0,no,166,2013-05-12,272,316,Month 11,-71.0,-5.0,864.0,9.677419354838708,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-38.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,39.55,1,0,864.0,864.0,0.0,-37.5,-37.5,0.2672612419124466,8.32258064516129,8.32258064516129,0.7241917522788278,2383123.0,13587574.0,5166807.627973057
31.0,D12,12.0,316.0,-10.45,-39.55,11754368.0,D12_010+011+014+016+017+018,D11_03,12.05,-70.55,75.0,no,165,2013-05-11,271,316,Month 11,-69.0,-6.0,864.0,8.32258064516129,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-37.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,39.55,1,0,864.0,864.0,1.1338934190279586,-38.0,-38.0,0.37796447300924046,9.677419354838708,9.677419354838708,0.7882432679982646,11754368.0,1254896.2,5170737.137589225
31.0,D12,12.0,316.0,-19.95,15.25,102884.26,D12_031,D11_03,18.95,12.15,75.0,no,166,2013-05-12,272,316,Month 11,-71.0,-5.0,864.0,9.677419354838708,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-38.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,15.25,1,0,864.0,864.0,1.4638501094231533,-37.5,-37.5,0.4082482904638714,8.32258064516129,8.32258064516129,0.7882432679982646,11754368.0,1254896.2,5309456.582171529
31.0,D12,12.0,316.0,-19.95,15.25,102884.26,D12_031,D11_03,18.95,12.15,75.0,no,165,2013-05-11,271,316,Month 11,-69.0,-6.0,864.0,8.32258064516129,Clear,31,5.515240436302081,-0.6946583704589976,0.7193398003386509,-37.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,15.25,1,0,864.0,864.0,1.6035674514749938,-38.0,-38.0,0.44986770542122523,9.677419354838708,9.677419354838708,0.7133224339654334,102884.26,1757845.4,5682308.72352784
31.0,D12,13.0,317.0,139.85,-76.35,1710651.0,D12_013,D11_03,-61.85,-88.85,50.0,no,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,10.066308243727597,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,3.0,66.0,0.027777777777777776,0.5483870967741935,66.0,0,76.35,1,0,864.0,864.0,1.6035674514751168,-37.5,-37.5,0.39339789623472743,8.32258064516129,8.32258064516129,0.7133224339654334,102884.26,1757845.4,5116182.050250545
31.0,D12,13.0,317.0,33.45,-33.35,730061.44,D12_019,D11_03,-24.75,-39.95,50.0,no,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,9.677419354838708,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,33.35,1,0,861.0,864.0,1.4638501094235568,-37.0,-38.0,0.39339789623472743,10.066308243727597,9.677419354838708,0.5558069728248379,1710651.0,2383123.0,4549977.167119434
31.0,D12,13.0,317.0,-3.34999,-43.65,10068232.0,D12_010+011+014+016+017+018,D11_03,2.75001,-74.05,75.0,no,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,9.677419354838708,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,43.65,1,0,861.0,864.0,1.1338934190288268,-37.0,-37.5,0.1889822365046273,9.677419354838708,8.32258064516129,0.5558069728248379,730061.44,2383123.0,4412152.614786685
31.0,D12,14.0,317.0,178.45,33.65,61880.352,D12_026,,37.25,30.55,75.0,no,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,9.677419354838708,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,33.65,1,0,861.0,864.0,0.37796447301332475,-37.0,-38.0,0.1889822365046331,9.677419354838708,9.677419354838708,0.8415443168023768,10068232.0,11754368.0,4824772.324075509
31.0,D12,14.0,317.0,6.05,-45.85,9500199.0,D12_010+011+014+016+017+018+019,D11_03,-4.95,-74.65,50.0,yes,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,9.677419354838708,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,45.85,1,0,861.0,864.0,0.37796447301332475,-37.0,-37.5,0.3933978962347358,9.677419354838708,8.32258064516129,0.9509254088367154,61880.352,11754368.0,4989969.2706143735
31.0,D12,14.0,317.0,160.15,-74.45,1631295.6,D12_013,D11_03,-60.65,-86.55,50.0,no,167,2013-05-13,273,317,Month 11,-70.0,-4.0,861.0,9.677419354838708,Clear,31,5.532693728822025,-0.6819983600624983,0.7313537016191707,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,74.45,1,0,861.0,864.0,0.48795003647754825,-37.0,-38.0,0.39339789623473864,9.677419354838708,9.677419354838708,1.2001642243102382,9500199.0,102884.26,4824765.034703494
31.0,D12,15.0,318.0,8.75,-43.85,10391088.0,D12_010+011+014+016+017+018+019,D11_03,-2.55,-74.65,50.0,no,169,2013-05-15,275,318,Month 11,-67.0,-6.0,860.0,7.548984468339307,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,43.85,1,0,861.0,864.0,0.48795003647754825,-37.0,-37.5,0.4498677054212399,9.677419354838708,8.32258064516129,1.3233901138295037,1631295.6,102884.26,4756201.948846008
31.0,D12,15.0,318.0,8.75,-43.85,10391088.0,D12_010+011+014+016+017+018+019,D11_03,-2.55,-74.65,50.0,no,168,2013-05-14,274,318,Month 11,-70.0,-2.0,861.0,10.710274790919954,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.0,1.0,68.0,0.009259259259259259,0.6129032258064516,68.0,0,43.85,1,0,860.0,861.0,0.5345224838279221,-36.5,-37.0,0.4082482904638902,7.548984468339307,10.066308243727597,1.475281335765431,10391088.0,1710651.0,4706137.315961804
31.0,D12,15.0,318.0,-171.05,-72.75,1710728.6,D12_013,D11_03,-57.95,-85.75,50.0,no,169,2013-05-15,275,318,Month 11,-67.0,-6.0,860.0,7.548984468339307,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,72.75,1,0,861.0,861.0,0.5345224838279221,-36.0,-37.0,0.3779644730092666,10.710274790919954,9.677419354838708,1.5941476658801643,10391088.0,730061.44,4547371.011767379
31.0,D12,15.0,318.0,-171.05,-72.75,1710728.6,D12_013,D11_03,-57.95,-85.75,50.0,no,168,2013-05-14,274,318,Month 11,-70.0,-2.0,861.0,10.710274790919954,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.0,1.0,68.0,0.009259259259259259,0.6129032258064516,68.0,0,72.75,1,0,860.0,861.0,0.534522483827988,-36.5,-37.0,0.2672612419124876,7.548984468339307,9.677419354838708,1.689780755317266,1710728.6,10068232.0,5378086.9386128355
31.0,D12,15.0,318.0,166.55,28.75,353719.22,D12_032,,37.55,20.15,75.0,no,169,2013-05-15,275,318,Month 11,-67.0,-6.0,860.0,7.548984468339307,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,28.75,1,0,861.0,861.0,0.5345224838279221,-36.0,-37.0,0.26726124191249534,10.710274790919954,9.677419354838708,1.6897807553172648,1710728.6,61880.352,5689211.056961869
31.0,D12,15.0,318.0,166.55,28.75,353719.22,D12_032,,37.55,20.15,75.0,no,168,2013-05-14,274,318,Month 11,-70.0,-2.0,861.0,10.710274790919954,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.0,1.0,68.0,0.009259259259259259,0.6129032258064516,68.0,0,28.75,1,0,860.0,861.0,0.534522483827988,-36.5,-37.0,0.2672612419124876,7.548984468339307,9.677419354838708,1.689780755317266,353719.22,9500199.0,5566389.034785056
31.0,D12,16.0,318.0,20.15,-44.05,12156208.0,D12_010+011+014+016+017+018+019,D11_03,-10.25,-72.45,50.0,no,169,2013-05-15,275,318,Month 11,-67.0,-6.0,860.0,7.548984468339307,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,44.05,1,0,861.0,861.0,0.5345224838279221,-36.0,-37.0,0.26726124191249534,10.710274790919954,9.677419354838708,1.6897807553172648,353719.22,1631295.6,5719895.426804116
31.0,D12,16.0,318.0,20.15,-44.05,12156208.0,D12_010+011+014+016+017+018+019,D11_03,-10.25,-72.45,50.0,no,168,2013-05-14,274,318,Month 11,-70.0,-2.0,861.0,10.710274790919954,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.0,1.0,68.0,0.009259259259259259,0.6129032258064516,68.0,0,44.05,1,0,860.0,860.0,1.4142135623743557,-36.5,-36.5,0.2672612419124876,7.548984468339307,7.548984468339307,1.5976287894880878,12156208.0,10391088.0,6676024.303602128
31.0,D12,16.0,318.0,135.95,27.25,22668.824,D12_033,,29.55,25.15,75.0,no,169,2013-05-15,275,318,Month 11,-67.0,-6.0,860.0,7.548984468339307,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,27.25,1,0,861.0,861.0,1.603567451475697,-36.0,-36.0,0.2672612419124876,10.710274790919954,10.710274790919954,1.4191319382557663,12156208.0,10391088.0,6843143.911320576
31.0,D12,16.0,318.0,135.95,27.25,22668.824,D12_033,,29.55,25.15,75.0,no,168,2013-05-14,274,318,Month 11,-70.0,-2.0,861.0,10.710274790919954,Clear,31,5.550147021341968,-0.6691306063588581,0.7431448254773942,-36.0,1.0,68.0,0.009259259259259259,0.6129032258064516,68.0,0,27.25,1,0,860.0,860.0,1.7728105208569498,-36.5,-36.5,0.24397501823719353,7.548984468339307,7.548984468339307,1.3109254685922076,22668.824,1710728.6,6867582.68115111
31.0,D12,17.0,319.0,20.25,-42.15,13614152.0,D12_010+011+014+016+017+019,D11_03,-3.14999,-73.45,50.0,yes,245,2013-05-17,277,319,Month 11,-69.0,-4.0,857.0,9.744324970131421,Clear,31,5.567600313861911,-0.6560590289905074,0.7547095802227719,-36.5,4.0,65.0,0.037037037037037035,0.5161290322580645,65.0,0,42.15,1,0,861.0,861.0,1.7728105208569842,-36.0,-36.0,0.24397501823719353,10.710274790919954,10.710274790919954,1.0682672285515595,22668.824,1710728.6,6971796.902495691
31.0,D12,17.0,319.0,20.25,-42.15,13614152.0,D12_010+011+014+016+017+019,D11_03,-3.14999,-73.45,50.0,yes,244,2013-05-16,276,319,Month 11,-69.0,-4.0,858.0,9.355436081242534,Clear,31,5.567600313861911,-0.6560590289905074,0.7547095802227719,-36.5,1.0,65.0,0.009259259259259259,0.5161290322580645,65.0,0,42.15,1,0,857.0,860.0,2.000000000001114,-36.5,-36.5,0.5669467095138755,9.744324970131421,7.548984468339307,0.9378872450630324,13614152.0,353719.22,6573070.784023455
31.0,D12,17.0,319.0,130.85,20.05,212669.36,D12_033,,27.45,14.85,75.0,no,245,2013-05-17,277,319,Month 11,-69.0,-4.0,857.0,9.355436081242534,Clear,31,5.567600313861911,-0.6560590289905074,0.7547095802227719,-36.5,1.0,65.0,0.009259259259259259,0.5161290322580645,65.0,0,20.05,1,0,858.0,861.0,2.0586634591647375,-36.5,-36.0,0.7071067811865854,9.355436081242534,10.710274790919954,0.6092638444206849,13614152.0,353719.22,6594579.589692493
31.0,D12,17.0,319.0,130.85,20.05,212669.36,D12_033,,27.45,14.85,75.0,no,244,2013-05-16,276,319,Month 11,-69.0,-4.0,858.0,9.355436081242534,Clear,31,5.567600313861911,-0.6560590289905074,0.7547095802227719,-36.5,1.0,65.0,0.009259259259259259,0.5161290322580645,65.0,0,20.05,1,0,857.0,860.0,1.2724180205627957,-36.5,-36.5,0.7319250547114329,9.355436081242534,7.548984468339307,0.29009612209747543,212669.36,12156208.0,6351273.591864394
31.0,D12,18.0,320.0,-23.95,12.45,252737.06,D12_035,D11_03,16.45,8.05,50.0,no,246,2013-05-18,278,320,Month 11,-67.0,-3.0,855.0,9.163082437275985,Clear,31,5.585053606381854,-0.6427876096865396,0.7660444431189778,-35.0,3.0,64.0,0.027777777777777776,0.4838709677419355,64.0,0,12.45,1,0,858.0,861.0,1.2724180205628233,-36.5,-36.0,0.7319250547114329,9.355436081242534,10.710274790919954,0.40320633609349116,212669.36,12156208.0,5355368.501716156
31.0,D12,18.0,320.0,22.15,-46.15,9496284.0,D12_010+011+014+016+017+018+019,D11_03,-1.64999,-75.95,50.0,no,246,2013-05-18,278,320,Month 11,-67.0,-3.0,855.0,8.774193548387096,Clear,31,5.585053606381854,-0.6427876096865396,0.7660444431189778,-35.0,0.0,64.0,0.0,0.4838709677419355,64.0,0,46.15,1,0,855.0,860.0,1.3451854182712306,-35.0,-36.5,0.8017837257372991,9.163082437275985,7.548984468339307,0.777867699481967,252737.06,22668.824,3404444.240868271
31.0,D12,21.0,321.0,50.45,-60.15,2168160.2,D12_010+011+014+016+017+018+019,D11_03,-44.55,-72.65,50.0,no,248,2013-05-20,280,321,Month 11,-69.0,-4.0,856.0,9.355436081242534,Clear,31,5.602506898901797,-0.6293203910498378,0.7771459614569706,-36.5,1.0,65.0,0.009259259259259259,0.5161290322580645,65.0,0,60.15,1,0,855.0,861.0,1.3972762620136876,-35.0,-36.0,0.7867957924694737,8.774193548387096,10.710274790919954,0.8027636664721268,9496284.0,22668.824,3421998.664105678
31.0,D12,21.0,321.0,50.45,-60.15,2168160.2,D12_010+011+014+016+017+018+019,D11_03,-44.55,-72.65,50.0,no,247,2013-05-19,279,321,Month 11,-68.0,-5.0,856.0,8.32258064516129,Clear,31,5.602506898901797,-0.6293203910498378,0.7771459614569706,-36.5,0.0,63.0,0.0,0.45161290322580644,63.0,0,60.15,1,0,856.0,857.0,0.8997354108458525,-36.5,-36.5,0.9511897312113595,9.355436081242534,9.744324970131421,1.123916830151812,2168160.2,13614152.0,3426449.4062860757
31.0,D12,25.0,323.0,31.35,53.35,27693.92,D12_028,,55.05,51.75,50.0,no,252,2013-05-24,284,323,Month 11,-71.0,-3.0,854.0,10.839904420549582,Clear,31,5.6374134839416845,-0.6018150231520483,0.7986355100472928,-37.0,2.0,68.0,0.018518518518518517,0.6129032258064516,68.0,0,53.35,1,0,856.0,858.0,1.0000000000030946,-36.5,-36.5,0.7867957924694511,8.32258064516129,9.355436081242534,1.2919793613613977,2168160.2,13614152.0,3434381.045072489
31.0,D12,25.0,323.0,31.35,53.35,27693.92,D12_028,,55.05,51.75,50.0,no,251,2013-05-23,283,323,Month 11,-68.0,-4.0,854.0,8.774193548387096,Clear,31,5.6374134839416845,-0.6018150231520483,0.7986355100472928,-36.0,0.0,64.0,0.0,0.4838709677419355,64.0,0,53.35,1,0,854.0,857.0,1.0690449676525784,-37.0,-36.5,0.5669467095138226,10.839904420549582,9.355436081242534,1.3068311404702966,27693.92,212669.36,1019486.4330694648
31.0,D12,29.0,325.0,-29.25,20.55,163477.84,D12_034,,23.55,18.25,50.0,no,255,2013-05-27,287,325,Month 11,-72.0,-3.0,856.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-37.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,20.55,1,0,854.0,858.0,1.0690449676526113,-36.0,-36.5,0.5669467095138226,8.774193548387096,9.355436081242534,1.3113957253567512,27693.92,212669.36,794140.3682817592
31.0,D12,29.0,325.0,-29.25,20.55,163477.84,D12_034,,23.55,18.25,50.0,no,254,2013-05-26,286,325,Month 11,-71.0,-2.0,854.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-36.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,20.55,1,0,856.0,855.0,1.0690449676526113,-37.5,-35.0,0.6074928962939268,11.291517323775388,9.163082437275985,0.9382294296254899,163477.84,252737.06,63917.17585033703
31.0,D12,29.0,325.0,-34.95,27.75,30157.646,D12_036,,29.55,25.55,50.0,no,255,2013-05-27,287,325,Month 11,-72.0,-3.0,856.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-37.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,27.75,1,0,854.0,855.0,1.0690449676526113,-36.5,-35.0,0.6267831705279867,11.291517323775388,8.774193548387096,0.9514589541582249,163477.84,9496284.0,61746.13350762898
31.0,D12,29.0,325.0,-34.95,27.75,30157.646,D12_036,,29.55,25.55,50.0,no,254,2013-05-26,286,325,Month 11,-71.0,-2.0,854.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-36.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,27.75,1,0,856.0,856.0,1.0690449676526113,-37.5,-36.5,0.4999999999999565,11.291517323775388,9.355436081242534,0.2686844222705586,30157.646,2168160.2,64552.10792973734
31.0,D12,29.0,325.0,51.95,51.85,53074.297,D12_037,,53.75,49.85,50.0,no,255,2013-05-27,287,325,Month 11,-72.0,-3.0,856.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-37.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,51.85,1,0,854.0,856.0,0.9759000729517815,-36.5,-36.5,0.47559486560564346,11.291517323775388,8.32258064516129,0.782214364770999,30157.646,2168160.2,53459.30712343734
31.0,D12,29.0,325.0,51.95,51.85,53074.297,D12_037,,53.75,49.85,50.0,no,254,2013-05-26,286,325,Month 11,-71.0,-2.0,854.0,11.291517323775388,Clear,31,5.672320068981571,-0.5735764363510465,0.8191520442889916,-36.5,2.0,69.0,0.018518518518518517,0.6451612903225806,69.0,0,51.85,1,0,856.0,854.0,0.9759000729517815,-37.5,-37.0,0.44986770542117976,11.291517323775388,10.839904420549582,0.7681538681913934,53074.297,27693.92,124081.89395092575
31.0,D12,30.0,326.0,-163.35,35.75,8374.3525,D12_038,,36.65,34.85,100.0,no,257,2013-05-30,289,326,Month 11,-71.0,-3.0,854.0,10.580645161290322,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,35.75,1,0,854.0,854.0,0.7559289460227471,-36.5,-36.0,0.3933978962346986,11.291517323775388,8.774193548387096,0.9255288777563626,53074.297,27693.92,159457.70556842285
31.0,D12,30.0,326.0,-163.35,35.75,8374.3525,D12_038,,36.65,34.85,100.0,no,256,2013-05-29,288,326,Month 11,-69.0,-4.0,854.0,9.225806451612904,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-36.5,0.0,65.0,0.0,0.5161290322580645,65.0,0,35.75,1,0,854.0,856.0,0.7559289460227471,-37.0,-37.5,0.37796447300919217,10.580645161290322,11.291517323775388,0.8607058093894059,8374.3525,163477.84,154137.55581515023
31.0,D12,31.0,326.0,-110.05,51.65,355254.72,D12_038,,55.45,46.55,50.0,no,257,2013-05-30,289,326,Month 11,-71.0,-3.0,854.0,10.580645161290322,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,51.65,1,0,854.0,854.0,0.0,-36.5,-36.5,0.267261241912409,9.225806451612904,11.291517323775388,0.8568740708648741,8374.3525,163477.84,149232.37620094154
31.0,D12,31.0,326.0,-110.05,51.65,355254.72,D12_038,,55.45,46.55,50.0,no,256,2013-05-29,288,326,Month 11,-69.0,-4.0,854.0,9.225806451612904,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-36.5,0.0,65.0,0.0,0.5161290322580645,65.0,0,51.65,1,0,854.0,856.0,0.37796447301823144,-37.0,-37.5,0.26726124191239015,10.580645161290322,11.291517323775388,0.6783939918510767,355254.72,30157.646,152436.9392772457
31.0,D12,31.0,326.0,-14.75,48.05,151005.98,D12_040,,55.05,40.55,50.0,no,257,2013-05-30,289,326,Month 11,-71.0,-3.0,854.0,10.580645161290322,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,48.05,1,0,854.0,854.0,0.48795003648134894,-36.5,-36.5,0.26726124191239015,9.225806451612904,11.291517323775388,0.6783939918510767,355254.72,30157.646,149626.7911813098
31.0,D12,31.0,326.0,-14.75,48.05,151005.98,D12_040,,55.05,40.55,50.0,no,256,2013-05-29,288,326,Month 11,-69.0,-4.0,854.0,9.225806451612904,Clear,31,5.689773361501515,-0.5591929034707466,0.8290375725550418,-36.5,0.0,65.0,0.0,0.5161290322580645,65.0,0,48.05,1,0,854.0,856.0,0.5345224838313917,-37.0,-37.5,0.24397501823707438,10.580645161290322,11.291517323775388,0.6240560360168744,151005.98,53074.297,155277.3729262481
31.0,D12,32.0,327.0,-93.85,48.75,27314.854,D12_038,,50.05,46.95,50.0,no,259,2013-06-01,291,327,Month 11,-70.0,-4.0,853.0,9.80704898446834,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,1.0,66.0,0.009259259259259259,0.5483870967741935,66.0,0,48.75,1,0,854.0,854.0,0.5345224838314575,-36.5,-36.5,0.24397501823707438,9.225806451612904,11.291517323775388,0.6240560360168744,151005.98,53074.297,159415.0441331339
31.0,D12,32.0,327.0,-93.85,48.75,27314.854,D12_038,,50.05,46.95,50.0,no,258,2013-05-31,290,327,Month 11,-71.0,-3.0,853.0,10.580645161290322,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,48.75,1,0,853.0,854.0,0.48795003648158836,-37.0,-37.0,0.18898223650451124,9.80704898446834,10.580645161290322,0.5558429261516546,27314.854,8374.3525,146128.63471606228
31.0,D12,32.0,327.0,1.95001,49.45,379811.69,D12_040,,56.45,41.35,50.0,no,259,2013-06-01,291,327,Month 11,-70.0,-4.0,853.0,9.677419354838708,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,49.45,1,0,853.0,854.0,0.377964473018799,-37.0,-36.5,0.18898223650451124,10.580645161290322,9.225806451612904,0.5558429261516546,27314.854,8374.3525,145228.36720814733
31.0,D12,32.0,327.0,1.95001,49.45,379811.69,D12_040,,56.45,41.35,50.0,no,258,2013-05-31,290,327,Month 11,-71.0,-3.0,853.0,10.580645161290322,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,49.45,1,0,853.0,854.0,0.0,-37.0,-37.0,0.0,9.677419354838708,10.580645161290322,0.467722861928789,379811.69,355254.72,323924.29515700135
31.0,D12,33.0,327.0,-120.55,55.85,200712.5,D12_041,,59.95,50.55,75.0,no,259,2013-06-01,291,327,Month 11,-70.0,-4.0,853.0,9.677419354838708,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,0.0,66.0,0.0,0.5483870967741935,66.0,0,55.85,1,0,853.0,854.0,0.0,-37.0,-36.5,0.0,10.580645161290322,9.225806451612904,0.4827945015192158,379811.69,355254.72,377358.4333357123
31.0,D12,33.0,327.0,-120.55,55.85,200712.5,D12_041,,59.95,50.55,75.0,no,258,2013-05-31,290,327,Month 11,-71.0,-3.0,853.0,10.580645161290322,Clear,31,5.707226654021458,-0.544639035015027,0.838670567945424,-37.0,0.0,68.0,0.0,0.6129032258064516,68.0,0,55.85,1,0,853.0,854.0,0.0,-37.0,-37.0,0.37796447300918967,9.677419354838708,10.580645161290322,0.6827745318876327,200712.5,151005.98,329140.25357123103
