id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Mars Year,Ls_rad,sin_Ls,cos_Ls,dust_storm_active,area_7sol_avg,area_30sol_avg,dust_storm_intensity,avg_temp,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,avg_temp_lag1,avg_temp_lag7,wind_speed_lag1,wind_speed_lag7,pressure_7sol_std,avg_temp_7sol_std,wind_speed_7sol_std,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
1573,2017-03-31,1653,341,Month 12,-75.0,-15.0,833.0,4.697727382171373,Sunny,33,33,5.951572749300664,-0.3255681544571567,0.9455185755993168,0,0,0,0,-45.0,0,0,0,829.0,832.0,-46.0,-39.5,4.763932022500209,4.964723819589917,1.6761634196860582,2.581988897471562,0.07360988937183871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,2017-03-30,1652,341,Month 12,-76.0,-15.0,834.0,4.697727382171373,Sunny,33,33,5.951572749300664,-0.3255681544571567,0.9455185755993168,0,0,0,0,-45.5,0,0,0,833.0,832.0,-45.0,-42.0,4.697727382171373,4.964723819589917,1.8644544714638136,2.058663459163496,0.07327041868616323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,2017-03-29,1651,340,Month 12,-77.0,-8.0,833.0,4.631919426697325,Sunny,33,33,5.934119456780721,-0.3420201433256686,0.9396926207859084,0,0,0,0,-42.5,0,0,0,834.0,835.0,-45.5,-42.5,4.697727382171373,4.8974505767320045,1.9760470401114936,1.9880595947759472,0.07316598764451891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,2017-03-28,1650,340,Month 12,-75.0,-8.0,833.0,4.631919426697325,Sunny,33,33,5.934119456780721,-0.3420201433256686,0.9396926207859084,0,0,0,0,-41.5,0,0,0,833.0,836.0,-42.5,-42.0,4.631919426697325,4.830513181109051,1.632993161846384,2.572750982712331,0.07280936259544686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,2017-03-27,1649,339,Month 12,-74.0,-8.0,830.0,4.566528201818797,Sunny,33,33,5.916666164260777,-0.35836794954530077,0.9335804264972015,0,0,0,0,-41.0,0,0,0,833.0,832.0,-41.5,-39.0,4.631919426697325,4.830513181109051,1.6035674514656406,2.3401261667247915,0.08764514122287138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,2017-03-26,1648,339,Month 12,-73.0,-14.0,830.0,4.566528201818797,Sunny,33,33,5.916666164260777,-0.35836794954530077,0.9335804264972015,0,0,0,0,-43.5,0,0,0,830.0,831.0,-41.0,-45.0,4.566528201818797,4.763932022500209,1.27241802054988,1.9940387348770223,0.08262522758156411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,2017-03-25,1647,338,Month 12,-73.0,-3.0,831.0,4.50157362633635,Sunny,33,33,5.899212871740834,-0.37460659341591235,0.9271838545667873,0,0,0,0,-38.0,0,0,0,830.0,829.0,-43.5,-46.0,4.566528201818797,4.763932022500209,1.1126972805162207,1.9334154333962243,0.09152833055532279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,2017-03-24,1646,337,Month 12,-74.0,-8.0,831.0,4.437075486042905,Sunny,33,33,5.8817595792208905,-0.3907311284892739,0.9205048534524403,0,0,0,0,-41.0,0,0,0,831.0,833.0,-38.0,-45.0,4.50157362633635,4.697727382171373,0.8997354108276908,2.0295436972499767,0.08207870323766646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,2017-03-23,1645,337,Month 12,-74.0,-3.0,832.0,4.437075486042905,Sunny,33,33,5.8817595792208905,-0.3907311284892739,0.9205048534524403,0,0,0,0,-38.5,0,0,0,831.0,834.0,-41.0,-45.5,4.437075486042905,4.697727382171373,1.1547005383679938,2.1157009420496995,0.08644986609430667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,2017-03-22,1644,336,Month 12,-74.0,-10.0,832.0,4.373053427696799,Sunny,33,33,5.8643062867009474,-0.40673664307580015,0.913545457642601,0,0,0,0,-42.0,0,0,0,832.0,833.0,-38.5,-42.5,4.437075486042905,4.631919426697325,1.0690449676372884,1.957890020744978,0.07116898291102164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,2017-03-21,1643,336,Month 12,-74.0,-11.0,832.0,4.373053427696799,Sunny,33,33,5.8643062867009474,-0.40673664307580015,0.913545457642601,0,0,0,0,-42.5,0,0,0,832.0,833.0,-42.0,-41.5,4.373053427696799,4.631919426697325,1.1126972805162063,1.6547190813230834,0.07074487876926427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,2017-03-20,1642,335,Month 12,-72.0,-13.0,829.0,4.309526953037203,Sunny,33,33,5.846852994181004,-0.4226182617406992,0.90630778703665,0,0,0,0,-42.5,0,0,0,832.0,830.0,-42.5,-41.0,4.373053427696799,4.566528201818797,1.1338934190154932,1.8580583823928634,0.07061514288139782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2017-03-19,1641,335,Month 12,-72.0,-6.0,831.0,4.309526953037203,Sunny,33,33,5.846852994181004,-0.4226182617406992,0.90630778703665,0,0,0,0,-39.0,0,0,0,829.0,830.0,-42.5,-43.5,4.309526953037203,4.566528201818797,1.2724180205496223,1.6547190813230834,0.07017447926242491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,2017-03-18,1640,334,Month 12,-72.0,-8.0,832.0,4.246515412843689,Sunny,33,33,5.82939970166106,-0.4383711467890778,0.8987940462991668,0,0,0,0,-40.0,0,0,0,831.0,831.0,-39.0,-38.0,4.309526953037203,4.50157362633635,1.3801311186742928,1.6035674514743787,0.08437582061937819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,2017-03-17,1639,334,Month 12,-71.0,-6.0,832.0,4.246515412843689,Sunny,33,33,5.82939970166106,-0.4383711467890778,0.8987940462991668,0,0,0,0,-38.5,0,0,0,832.0,831.0,-40.0,-41.0,4.246515412843689,4.437075486042905,1.632993161846322,1.704336206492539,0.0794700877140391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,2017-03-16,1638,333,Month 12,-73.0,-9.0,833.0,4.184038001041812,Sunny,33,33,5.811946409141117,-0.45399049973954697,0.8910065241883678,0,0,0,0,-41.0,0,0,0,832.0,832.0,-38.5,-38.5,4.246515412843689,4.437075486042905,0.9759000729321802,1.53917108179924,0.08795744671996371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,2017-03-15,1637,332,Month 12,-73.0,-10.0,833.0,4.122113748856437,Sunny,33,33,5.794493116621174,-0.4694715627858908,0.882947592858927,0,0,0,0,-41.5,0,0,0,833.0,832.0,-41.0,-42.0,4.184038001041812,4.373053427696799,0.8164965809072089,1.625686668105683,0.07880774961154453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,2017-03-14,1636,332,Month 12,-72.0,-14.0,834.0,4.122113748856437,Sunny,33,33,5.794493116621174,-0.4694715627858908,0.882947592858927,0,0,0,0,-43.0,0,0,0,833.0,832.0,-41.5,-42.5,4.122113748856437,4.373053427696799,0.7559289459955799,1.6547190813230632,0.0829272601393403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,2017-03-13,1635,331,Month 12,-73.0,-7.0,833.0,4.060761519014653,Sunny,33,33,5.777039824101231,-0.4848096202463369,0.8746197071393959,0,0,0,0,-40.0,0,0,0,834.0,829.0,-43.0,-42.5,4.122113748856437,4.309526953037203,1.069044967632498,1.7525491637691557,0.06818648859739605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,2017-03-12,1634,331,Month 12,-72.0,-5.0,834.0,4.060761519014653,Sunny,33,33,5.777039824101231,-0.4848096202463369,0.8746197071393959,0,0,0,0,-38.5,0,0,0,833.0,831.0,-40.0,-39.0,4.060761519014653,4.309526953037203,1.5118578920240264,1.799470821684709,0.06768097961803382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,2017-03-10,1633,330,Month 12,-75.0,-4.0,834.0,3.9999999999999982,Sunny,33,33,5.759586531581287,-0.5000000000000004,0.8660254037844384,0,0,0,0,-39.5,0,0,0,834.0,832.0,-38.5,-40.0,4.060761519014653,4.246515412843689,1.8644544714604308,1.799470821684709,0.08129674273129162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2017-03-09,1632,330,Month 12,-72.0,-4.0,836.0,3.9999999999999982,Sunny,33,33,5.759586531581287,-0.5000000000000004,0.8660254037844384,0,0,0,0,-38.0,0,0,0,834.0,832.0,-39.5,-38.5,3.9999999999999982,4.246515412843689,1.9023794624112855,1.4142135623728718,0.07650923601224924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,2017-03-08,1631,329,Month 11,-77.0,-6.0,837.0,3.939847700359782,Sunny,33,33,5.742133239061344,-0.5150380749100545,0.8571673007021121,0,0,0,0,-41.5,0,0,0,836.0,833.0,-38.0,-41.0,3.9999999999999982,4.184038001041812,1.9023794624104169,1.4267845968167887,0.08461736192262026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,2017-03-07,1630,328,Month 11,-77.0,-6.0,838.0,3.88032294306718,Sunny,33,33,5.724679946541401,-0.529919264233205,0.8480480961564258,0,0,0,0,-41.5,0,0,0,837.0,833.0,-41.5,-41.5,3.939847700359782,4.122113748856437,1.6329931618405096,1.2863754913559633,0.07575783611314629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,2017-03-06,1629,328,Month 11,-74.0,-8.0,837.0,3.88032294306718,Sunny,33,33,5.724679946541401,-0.529919264233205,0.8480480961564258,0,0,0,0,-41.0,0,0,0,838.0,834.0,-41.5,-43.0,3.88032294306718,4.122113748856437,1.1126972805052695,1.2724180205604723,0.07965340635113714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2017-03-05,1628,327,Month 11,-71.0,-8.0,839.0,3.821443859939892,Sunny,33,33,5.707226654021458,-0.544639035015027,0.838670567945424,0,0,0,0,-39.5,0,0,0,837.0,833.0,-41.0,-40.0,3.88032294306718,4.060761519014653,0.8997354108130013,0.8521681032460134,0.06542567374911118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,2017-03-04,1627,327,Month 11,-72.0,-9.0,838.0,3.821443859939892,Sunny,33,33,5.707226654021458,-0.544639035015027,0.838670567945424,0,0,0,0,-40.5,0,0,0,839.0,834.0,-39.5,-38.5,3.821443859939892,4.060761519014653,0.8997354108130013,0.7867957924690704,0.06485778304065934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,2017-03-03,1626,326,Month 11,-71.0,-11.0,839.0,3.7632283861170137,Sunny,33,33,5.689773361501515,-0.5591929034707466,0.8290375725550418,0,0,0,0,-41.0,0,0,0,838.0,834.0,-40.5,-39.5,3.821443859939892,3.9999999999999982,1.1338934190038796,0.6362090102798817,0.0778216829694735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,2017-03-02,1625,326,Month 11,-71.0,-8.0,839.0,3.7632283861170137,Sunny,33,33,5.689773361501515,-0.5591929034707466,0.8290375725550418,0,0,0,0,-39.5,0,0,0,839.0,836.0,-41.0,-38.0,3.7632283861170137,3.9999999999999982,1.2909944487141225,0.556348640263638,0.07317567533106686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2017-03-01,1624,325,Month 11,-72.0,-8.0,837.0,3.705694254595814,Sunny,33,33,5.672320068981571,-0.5735764363510465,0.8191520442889916,0,0,0,0,-40.0,0,0,0,839.0,837.0,-39.5,-41.5,3.7632283861170137,3.939847700359782,1.7182493859517276,1.1443442705424112,0.08086510483876079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2017-02-28,1623,324,Month 11,-71.0,-10.0,840.0,3.6488589908301066,Sunny,33,33,5.654866776461628,-0.5877852522924734,0.8090169943749473,0,0,0,0,-40.5,0,0,0,837.0,838.0,-40.0,-41.5,3.705694254595814,3.88032294306718,2.2886885410720987,1.224744871391353,0.07233887547676117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,2017-02-27,1622,324,Month 11,-71.0,-9.0,841.0,3.6488589908301066,Sunny,33,33,5.654866776461628,-0.5877852522924734,0.8090169943749473,0,0,0,0,-40.0,0,0,0,840.0,837.0,-40.5,-41.0,3.6488589908301066,3.88032294306718,2.2253945610429207,1.205147689032497,0.07599158242409612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,2017-02-26,1621,323,Month 11,-73.0,-13.0,842.0,3.592739907391807,Sunny,33,33,5.6374134839416845,-0.6018150231520483,0.7986355100472928,0,0,0,0,-43.0,0,0,0,841.0,839.0,-40.0,-39.5,3.6488589908301066,3.821443859939892,2.6367367999700355,1.2817398889230815,0.0623461536767339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,2017-02-25,1620,323,Month 11,-70.0,-9.0,844.0,3.592739907391807,Sunny,33,33,5.6374134839416845,-0.6018150231520483,0.7986355100472928,0,0,0,0,-39.5,0,0,0,842.0,838.0,-43.0,-40.5,3.592739907391807,3.821443859939892,1.951800145880072,1.2817398889230815,0.06171864906598995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,2017-02-24,1619,322,Month 11,-73.0,-8.0,841.0,3.5373540986973673,Sunny,33,33,5.619960191421741,-0.6156614753256582,0.788010753606722,0,0,0,0,-40.5,0,0,0,844.0,839.0,-39.5,-41.0,3.592739907391807,3.7632283861170137,2.828427124733703,1.2817398889230815,0.0739675838142399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,2017-02-23,1618,322,Month 11,-71.0,-7.0,845.0,3.5373540986973673,Sunny,33,33,5.619960191421741,-0.6156614753256582,0.788010753606722,0,0,0,0,-39.0,0,0,0,841.0,839.0,-40.5,-39.5,3.5373540986973673,3.7632283861170137,2.7342623275975737,1.380131118684491,0.06948565166300315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,2017-02-22,1617,321,Month 11,-72.0,-8.0,840.0,3.4827184358006487,Sunny,33,33,5.602506898901797,-0.6293203910498378,0.7771459614569706,0,0,0,0,-40.0,0,0,0,845.0,837.0,-39.0,-40.0,3.5373540986973673,3.705694254595814,3.5989416433602326,0.6900655593418978,0.0767189670736766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,2017-02-21,1616,320,Month 11,-73.0,-8.0,848.0,3.4288495612538417,Sunny,33,33,5.585053606381854,-0.6427876096865396,0.7660444431189778,0,0,0,0,-40.5,0,0,0,840.0,840.0,-40.0,-40.5,3.4827184358006487,3.6488589908301066,3.8172540616729935,1.2909944487355498,0.06856753012408316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,2017-02-20,1615,320,Month 11,-73.0,-5.0,842.0,3.4288495612538417,Sunny,33,33,5.585053606381854,-0.6427876096865396,0.7660444431189778,0,0,0,0,-39.0,0,0,0,848.0,841.0,-40.5,-40.0,3.4288495612538417,3.6488589908301066,133.29857230071175,86.91329152483912,0.07195964260889956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2017-02-19,1614,319,Month 11,-73.0,-8.0,837.0,3.3757638840379705,Sunny,33,33,5.567600313861911,-0.6560590289905074,0.7547095802227719,0,0,0,0,-40.5,0,0,0,842.0,842.0,-39.0,-43.0,3.4288495612538417,3.592739907391807,171.86313554987836,112.23263226982073,0.058962938075353306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2017-02-18,1613,319,Month 11,-72.0,-2.0,846.0,3.3757638840379705,Sunny,33,33,5.567600313861911,-0.6560590289905074,0.7547095802227719,0,0,0,0,-37.0,0,0,0,837.0,844.0,-40.5,-39.5,3.3757638840379705,3.592739907391807,189.10414357069402,122.79660731985138,0.05827887820899685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2017-02-17,1612,318,Month 11,161.59521241559312,219.59521241559312,490.46409311694833,3.3234775745645675,Sunny,33,33,5.550147021341968,-0.6691306063588581,0.7431448254773942,0,0,0,0,190.59521241559312,0,0,0,846.0,841.0,-37.0,-40.5,3.3757638840379705,3.5373540986973673,188.96667796083582,122.59476867693927,0.06975323860221924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2017-02-16,1611,318,Month 11,161.59521241559312,219.59521241559312,490.46409311694833,3.3234775745645675,Sunny,33,33,5.550147021341968,-0.6691306063588581,0.7431448254773942,0,0,0,0,190.59521241559312,0,0,0,490.46409311694833,845.0,190.59521241559312,-39.0,3.3234775745645675,3.5373540986973673,189.63857168133046,122.72907365381347,0.06545714944756702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,2017-02-15,1610,317,Month 11,161.22204755818754,219.22204755818754,487.66535668640665,3.272006559750007,Sunny,33,33,5.532693728822025,-0.6819983600624983,0.7313537016191707,0,0,0,0,190.22204755818754,0,0,0,490.46409311694833,840.0,190.59521241559312,-40.0,3.3234775745645675,3.4827184358006487,190.81057714639587,123.2791230554901,0.07219916298248007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,2017-02-14,1609,316,Month 11,-71.0,-7.0,847.0,3.2213665181640097,Sunny,33,33,5.515240436302081,-0.6946583704589976,0.7193398003386509,0,0,0,0,-39.0,0,0,0,487.66535668640665,848.0,190.22204755818754,-40.5,3.272006559750007,3.4288495612538417,191.34857611401407,124.00611628657786,0.0644621812078153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,2017-02-13,1608,316,Month 11,-72.0,-8.0,847.0,3.2213665181640097,Sunny,33,33,5.515240436302081,-0.6946583704589976,0.7193398003386509,0,0,0,0,-40.0,0,0,0,847.0,842.0,-39.0,-39.0,3.2213665181640097,3.4288495612538417,174.75913818583555,113.32118973308555,0.06757724931483479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,2017-02-12,1607,315,Month 11,-77.0,-12.0,846.0,3.1715728752538093,Sunny,33,33,5.497787143782138,-0.7071067811865477,0.7071067811865474,0,0,0,0,-44.5,0,0,0,847.0,837.0,-40.0,-40.5,3.2213665181640097,3.3757638840379705,136.0783206254639,87.85776117271257,0.06636836948581841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,2017-02-11,1606,315,Month 11,-75.0,-10.0,850.0,3.1715728752538093,Sunny,33,33,5.497787143782138,-0.7071067811865477,0.7071067811865474,0,0,0,0,-42.5,0,0,0,846.0,846.0,-44.5,-37.0,3.1715728752538093,3.3757638840379705,1.718249385915413,2.110066575342521,0.06222539907272767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2017-02-10,1605,314,Month 11,-73.0,-13.0,846.0,3.1226407986453957,Sunny,33,33,5.480333851262195,-0.7193398003386511,0.6946583704589973,0,0,0,0,-43.0,0,0,0,850.0,490.46409311694833,-42.5,190.59521241559312,3.1715728752538093,3.3234775745645675,2.3603873773690154,1.7525491637684056,0.06857728426048443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2017-02-09,1604,313,Month 11,-77.0,-11.0,850.0,3.0745851935233186,Sunny,33,33,5.462880558742252,-0.7313537016191703,0.6819983600624986,0,0,0,0,-44.0,0,0,0,846.0,490.46409311694833,-43.0,190.59521241559312,3.1226407986453957,3.3234775745645675,2.853569193600828,2.721169216487403,0.06117595905249245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,2017-02-08,1603,313,Month 11,-76.0,-5.0,847.0,3.0745851935233186,Sunny,33,33,5.462880558742252,-0.7313537016191703,0.6819983600624986,0,0,0,0,-40.5,0,0,0,850.0,487.66535668640665,-44.0,190.22204755818754,3.0745851935233186,3.272006559750007,2.4976179127126774,2.572750982711768,0.06407326719896826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,2017-02-07,1602,312,Month 11,-77.0,-5.0,852.0,3.0274206980904217,Sunny,33,33,5.445427266222308,-0.7431448254773946,0.6691306063588578,0,0,0,0,-41.0,0,0,0,847.0,847.0,-40.5,-39.0,3.0745851935233186,3.2213665181640097,2.794552523988392,2.516611478422936,0.06280168000435916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,2017-02-06,1601,312,Month 11,-71.0,-2.0,853.0,3.0274206980904217,Sunny,33,33,5.445427266222308,-0.7431448254773946,0.6691306063588578,0,0,0,0,-36.5,0,0,0,852.0,847.0,-41.0,-40.0,3.0274206980904217,3.2213665181640097,2.225394561012754,2.544836041120765,0.058823131218404184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,2017-02-05,1600,311,Month 11,-71.0,-7.0,850.0,2.981161679108911,Sunny,33,33,5.427973973702365,-0.7547095802227722,0.656059028990507,0,0,0,0,-39.0,0,0,0,853.0,846.0,-36.5,-44.5,3.0274206980904217,3.1715728752538093,2.751622897715021,1.772810520854914,0.06476751928332597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,2017-02-04,1599,310,Month 11,-72.0,-7.0,853.0,2.9358222275240875,Sunny,33,33,5.410520681182422,-0.7660444431189781,0.6427876096865393,0,0,0,0,-39.5,0,0,0,850.0,850.0,-39.0,-42.5,2.981161679108911,3.1715728752538093,2.1380899352524336,1.718249385967497,0.05772209785768708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,2017-02-03,1598,310,Month 11,-70.0,-4.0,849.0,2.9358222275240875,Sunny,33,33,5.410520681182422,-0.7660444431189781,0.6427876096865393,0,0,0,0,-37.0,0,0,0,853.0,846.0,-39.5,-43.0,2.9358222275240875,3.1226407986453957,2.478478796087313,1.4960264830850976,0.06039376557681359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,2017-02-01,1597,309,Month 11,-73.0,-8.0,855.0,2.891416154172117,Sunny,33,33,5.3930673886624785,-0.7771459614569708,0.6293203910498375,0,0,0,0,-40.5,0,0,0,849.0,850.0,-37.0,-44.0,2.9358222275240875,3.0745851935233186,2.6992062324895167,1.1495340671007974,0.05906296262640271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,2017-01-31,1596,309,Month 11,-74.0,-6.0,850.0,2.891416154172117,Sunny,33,33,5.3930673886624785,-0.7771459614569708,0.6293203910498375,0,0,0,0,-40.0,0,0,0,855.0,847.0,-40.5,-40.5,2.891416154172117,3.0745851935233186,2.497617912710009,1.5660079668947018,0.05525967827932305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,2017-01-30,1595,308,Month 11,-71.0,-7.0,855.0,2.847956985573113,Sunny,33,33,5.375614096142535,-0.7880107536067218,0.6156614753256585,0,0,0,0,-39.0,0,0,0,850.0,852.0,-40.0,-41.0,2.891416154172117,3.0274206980904217,2.984084768325777,1.9940387348763304,0.06078032525283097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,2017-01-29,1594,307,Month 11,-74.0,-6.0,855.0,2.805457959810828,Sunny,33,33,5.358160803622591,-0.798635510047293,0.6018150231520479,0,0,0,0,-40.0,0,0,0,855.0,853.0,-39.0,-36.5,2.847956985573113,3.0274206980904217,2.4299715851326216,1.9940387348763304,0.054110072071792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2017-01-28,1593,307,Month 11,-72.0,-1.0,852.0,2.805457959810828,Sunny,33,33,5.358160803622591,-0.798635510047293,0.6018150231520479,0,0,0,0,-36.5,0,0,0,855.0,850.0,-40.0,-39.0,2.805457959810828,2.981161679108911,3.408672412954114,1.7660825629183756,0.0565488493778104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2017-01-27,1592,306,Month 11,-71.0,0.0,857.0,2.7639320225002098,Sunny,33,33,5.340707511102648,-0.8090169943749476,0.5877852522924729,0,0,0,0,-35.5,0,0,0,852.0,853.0,-36.5,-39.5,2.805457959810828,2.9358222275240875,2.8784916684778823,1.5735915849378437,0.055162486681847735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,2017-01-26,1591,306,Month 11,-73.0,-1.0,852.0,2.7639320225002098,Sunny,33,33,5.340707511102648,-0.8090169943749476,0.5877852522924729,0,0,0,0,-37.0,0,0,0,857.0,849.0,-35.5,-37.0,2.7639320225002098,2.9358222275240875,3.023715784037495,1.5507294750402556,0.05154481676278618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,2017-01-25,1590,305,Month 11,-76.0,-1.0,860.0,2.723391822844033,Sunny,33,33,5.323254218582705,-0.8191520442889918,0.573576436351046,0,0,0,0,-38.5,0,0,0,852.0,855.0,-37.0,-40.5,2.7639320225002098,2.891416154172117,3.359421718911068,0.9511897312096189,0.056626650674120406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,2017-01-24,1589,304,Month 11,-72.0,-2.0,857.0,2.6838497097798335,Sunny,33,33,5.305800926062762,-0.8290375725550416,0.559192903470747,0,0,0,0,-37.0,0,0,0,860.0,850.0,-38.5,-40.0,2.723391822844033,2.891416154172117,2.699206232485322,0.9511897312096189,0.050349792255726555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,2017-01-23,1588,304,Month 11,-72.0,0.0,858.0,2.6838497097798335,Sunny,33,33,5.305800926062762,-0.8290375725550416,0.559192903470747,0,0,0,0,-36.0,0,0,0,857.0,855.0,-37.0,-39.0,2.6838497097798335,2.847956985573113,3.6449573777320503,1.0745984853695951,0.05254908368415003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,2017-01-22,1587,303,Month 11,-73.0,-1.0,860.0,2.645317728218303,Sunny,33,33,5.288347633542818,-0.8386705679454243,0.5446390350150266,0,0,0,0,-37.0,0,0,0,858.0,855.0,-36.0,-40.0,2.6838497097798335,2.805457959810828,2.299068134153138,1.3451854182678817,0.05111097258971132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,2017-01-21,1586,303,Month 11,-72.0,-1.0,858.0,2.645317728218303,Sunny,33,33,5.288347633542818,-0.8386705679454243,0.5446390350150266,0,0,0,0,-36.5,0,0,0,860.0,852.0,-37.0,-36.5,2.645317728218303,2.805457959810828,2.4784787960803882,1.4960264830850982,0.04768874153792771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,2017-01-20,1585,302,Month 11,-76.0,-2.0,864.0,2.6078076153742957,Sunny,33,33,5.270894341022875,-0.8480480961564261,0.5299192642332047,0,0,0,0,-39.0,0,0,0,858.0,857.0,-36.5,-35.5,2.645317728218303,2.7639320225002098,2.225394561002848,1.4638501094216831,0.052317907631536605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,2017-01-19,1584,301,Month 11,-77.0,-2.0,860.0,2.5713307971915507,Sunny,33,33,5.253441048502932,-0.8571673007021123,0.5150380749100542,0,0,0,0,-39.5,0,0,0,864.0,852.0,-39.0,-37.0,2.6078076153742957,2.7639320225002098,1.951800145835041,1.3671311638041,0.05402351784281191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,2017-01-18,1583,301,Month 11,-75.0,-4.0,862.0,2.5713307971915507,Sunny,33,33,5.253441048502932,-0.8571673007021123,0.5150380749100542,0,0,0,0,-39.5,0,0,0,860.0,860.0,-39.5,-38.5,2.5713307971915507,2.723391822844033,2.8535691935909138,1.3671311638041,0.05355823168997873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,2017-01-17,1582,300,Month 11,-74.0,-1.0,862.0,2.5358983848622456,Sunny,33,33,5.235987755982989,-0.8660254037844386,0.5000000000000001,0,0,0,0,-37.5,0,0,0,862.0,857.0,-39.5,-37.0,2.5713307971915507,2.6838497097798335,2.2146697055122275,1.2149857925865688,0.049365096891750206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
