id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Mars Year,Ls_rad,sin_Ls,cos_Ls,avg_temp,pressure_diff,temp_diff,pressure_diff_norm,temp_diff_norm,temp_range,dust_storm_intensity,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,pressure_7sol_std,avg_temp_lag1,avg_temp_lag7,avg_temp_7sol_std,wind_speed_lag1,wind_speed_lag7,wind_speed_7sol_std,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
1609,2017-05-08,1690,1,Month 1,-76.0,-14.0,840.0,21.95,Clear,33,33,0.017453292519943295,0.01745240643728351,0.9998476951563913,-45.0,20.0,62.0,1.0,0.425,62.0,0,38.25,1,0,820.0,842.0,7.470577207249631,-36.5,-44.5,2.8990967394623954,18.099999999999998,9.700000000000001,5.55397755366968,0,0,0,38.25,38.25,0,,,38.25,38.25,,,0,0,0
1610,2017-05-07,1689,0,Month 1,-75.0,-10.0,840.0,9.0,Clear,33,33,0.0,0.0,1.0,-42.5,0.0,65.0,0.0,0.5,65.0,0,45.0,1,0,840.0,841.0,7.367883976126991,-45.0,-46.0,2.8990967394623954,21.95,8.649999999999999,5.632199096859648,0,0,0,45.0,45.0,0,,,45.0,45.0,,,0,0,0
1606,2017-05-06,1688,0,Month 1,-76.0,-13.0,840.0,8.3,Clear,33,33,0.0,0.0,1.0,-44.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,840.0,841.0,7.250615737396646,-42.5,-46.0,3.0550504633038287,9.0,6.55,5.668333088307353,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1608,2017-05-05,1687,359,Month 12,-75.0,-11.0,838.0,10.049999999999999,Clear,33,33,6.265732014659643,-0.01745240643728356,0.9998476951563913,-43.0,2.0,64.0,0.1,0.475,64.0,0,42.75,1,0,840.0,840.0,1.2535663410355418,-44.5,-45.0,1.069044967649556,8.3,9.350000000000001,5.075431016179806,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1607,2017-05-04,1686,359,Month 12,-75.0,-13.0,838.0,7.95,Clear,33,33,6.265732014659643,-0.01745240643728356,0.9998476951563913,-44.0,0.0,62.0,0.0,0.425,62.0,0,38.25,1,0,838.0,840.0,1.253566341036013,-43.0,-44.0,1.069044967649556,10.049999999999999,8.649999999999999,0.877496438739204,0,0,0,38.25,38.25,0,,,38.25,38.25,,,0,0,0
1605,2017-05-03,1685,358,Month 12,-77.0,-14.0,838.0,8.3,Clear,33,33,6.2482787221397,-0.034899496702500823,0.9993908270190958,-45.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,838.0,840.0,1.0690449676264213,-44.0,-44.0,0.7867957924692645,7.95,8.649999999999999,0.9840392946083604,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1604,2017-05-02,1684,358,Month 12,-75.0,-14.0,837.0,8.3,Clear,33,33,6.2482787221397,-0.034899496702500823,0.9993908270190958,-44.5,1.0,61.0,0.05,0.4,61.0,0,36.0,1,0,838.0,820.0,0.7559289459863358,-45.5,-36.5,0.9511897312111853,8.3,18.099999999999998,1.0189864245088447,0,0,0,36.0,36.0,0,,,36.0,36.0,,,0,0,0
1600,2017-05-01,1683,357,Month 12,-75.0,-15.0,837.0,7.25,Clear,33,33,6.230825429619756,-0.05233595624294437,0.9986295347545738,-45.0,0.0,60.0,0.0,0.375,60.0,0,33.75,1,0,837.0,840.0,1.253566341037132,-44.5,-45.0,1.069044967649556,8.3,21.95,0.9478044805408551,0,0,0,33.75,33.75,0,,,33.75,33.75,,,0,0,0
1603,2017-04-30,1682,357,Month 12,-76.0,-13.0,839.0,9.700000000000001,Clear,33,33,6.230825429619756,-0.05233595624294437,0.9986295347545738,-44.5,2.0,63.0,0.1,0.45,63.0,0,40.5,1,0,837.0,840.0,1.2909944487177851,-45.0,-42.5,1.0965313275874267,7.25,9.0,0.9004628439493323,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1602,2017-04-29,1681,356,Month 12,-74.0,-12.0,837.0,9.350000000000001,Clear,33,33,6.213372137099813,-0.06975647374412564,0.9975640502598242,-43.0,2.0,62.0,0.1,0.425,62.0,0,38.25,1,0,839.0,840.0,1.2535663410378013,-44.5,-44.5,1.0293317295816122,9.700000000000001,8.3,0.9004628439493323,0,0,0,38.25,38.25,0,,,38.25,38.25,,,0,0,0
1601,2017-04-28,1680,356,Month 12,-74.0,-11.0,835.0,9.700000000000001,Clear,33,33,6.213372137099813,-0.06975647374412564,0.9975640502598242,-42.5,2.0,63.0,0.1,0.45,63.0,0,40.5,1,0,837.0,838.0,1.3972762619955235,-43.0,-43.0,1.3451854182689627,9.350000000000001,10.049999999999999,0.9780933834080731,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1599,2017-04-27,1679,355,Month 12,-75.0,-12.0,836.0,9.0,Clear,33,33,6.19591884457987,-0.08715574274765832,0.9961946980917455,-43.5,1.0,63.0,0.05,0.45,63.0,0,40.5,1,0,835.0,838.0,1.3972762619955235,-42.5,-44.0,1.0965313275873945,9.700000000000001,7.95,0.6958208581715908,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1598,2017-04-26,1678,355,Month 12,-74.0,-11.0,836.0,8.3,Clear,33,33,6.19591884457987,-0.08715574274765832,0.9961946980917455,-42.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,836.0,838.0,0.8997354108185766,-43.5,-45.5,1.1801936887039899,9.0,8.3,1.1198958284888136,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1597,2017-04-25,1677,354,Month 12,-74.0,-8.0,835.0,10.05,Clear,33,33,6.178465552059927,-0.10452846326765342,0.9945218953682733,-41.0,1.0,66.0,0.05,0.525,66.0,0,47.25,1,0,836.0,837.0,0.7867957924427604,-42.5,-44.5,1.322875655532132,8.3,8.3,1.1198958284888134,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1596,2017-04-24,1676,354,Month 12,-76.0,-11.0,837.0,10.4,Clear,33,33,6.178465552059927,-0.10452846326765342,0.9945218953682733,-43.5,2.0,65.0,0.1,0.5,65.0,0,45.0,1,0,835.0,837.0,0.7559289459903646,-41.0,-45.0,1.4099983113801209,10.05,7.25,1.1905880899790562,0,0,0,45.0,45.0,0,,,45.0,45.0,,,0,0,0
1595,2017-04-23,1675,353,Month 12,-75.0,-6.0,835.0,11.799999999999999,Clear,33,33,6.161012259539984,-0.12186934340514723,0.9925461516413221,-40.5,2.0,69.0,0.1,0.6,69.0,0,54.0,1,0,837.0,839.0,1.2535663410396458,-43.5,-44.5,1.3758114488754156,10.4,9.700000000000001,1.351234003913943,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1593,2017-04-22,1674,352,Month 12,-75.0,-6.0,835.0,10.4,Clear,33,33,6.14355896702004,-0.13917310096006588,0.9902680687415703,-40.5,0.0,69.0,0.0,0.6,69.0,0,54.0,1,0,835.0,837.0,1.7043362064812102,-40.5,-43.0,1.2583057392116013,11.799999999999999,9.350000000000001,0.8674675786448559,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1594,2017-04-21,1673,352,Month 12,-75.0,-6.0,836.0,11.1,Clear,33,33,6.14355896702004,-0.13917310096006588,0.9902680687415703,-40.5,1.0,69.0,0.05,0.6,69.0,0,54.0,1,0,835.0,835.0,1.7182493859571986,-40.5,-42.5,1.6938263249362864,10.4,9.700000000000001,0.8674675786448562,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1592,2017-04-20,1672,351,Month 12,-74.0,-5.0,833.0,12.5,Clear,33,33,6.126105674500097,-0.1564344650402311,0.9876883405951377,-39.5,3.0,69.0,0.15,0.6,69.0,0,54.0,1,0,836.0,836.0,1.4142135623601084,-40.5,-43.5,1.5998511835553184,11.1,9.0,1.2526638282742262,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1591,2017-04-19,1671,351,Month 12,-76.0,-7.0,832.0,11.1,Clear,33,33,6.126105674500097,-0.1564344650402311,0.9876883405951377,-41.5,1.0,69.0,0.05,0.6,69.0,0,54.0,1,0,833.0,836.0,1.718249385958339,-39.5,-42.5,1.5998511835553184,12.5,8.3,1.5217862311551202,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1590,2017-04-18,1670,350,Month 12,-76.0,-12.0,834.0,10.049999999999999,Clear,33,33,6.1086523819801535,-0.1736481776669304,0.984807753012208,-44.0,2.0,64.0,0.1,0.475,64.0,0,42.75,1,0,832.0,835.0,1.5735915849281674,-41.5,-41.0,1.5998511835553249,11.1,10.05,1.498610467510922,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1589,2017-04-16,1669,350,Month 12,-74.0,-12.0,833.0,8.649999999999999,Clear,33,33,6.1086523819801535,-0.1736481776669304,0.984807753012208,-43.0,1.0,62.0,0.05,0.425,62.0,0,38.25,1,0,834.0,837.0,1.069044967634406,-44.0,-43.5,1.5197117521172858,10.049999999999999,10.4,1.504437879519558,0,0,0,38.25,38.25,0,,,38.25,38.25,,,0,0,0
1587,2017-04-15,1668,349,Month 12,-77.0,-4.0,831.0,13.2,Clear,33,33,6.09119908946021,-0.19080899537654467,0.981627183447664,-40.5,2.0,73.0,0.1,0.7,73.0,0,63.0,1,0,833.0,835.0,1.069044967634406,-43.0,-40.5,1.1443442705424844,8.649999999999999,11.799999999999999,1.3662601021279366,0,0,0,63.0,63.0,0,,,63.0,63.0,,,0,0,0
1588,2017-04-14,1667,349,Month 12,-76.0,-9.0,833.0,11.1,Clear,33,33,6.09119908946021,-0.19080899537654467,0.981627183447664,-42.5,2.0,67.0,0.1,0.55,67.0,0,49.5,1,0,831.0,835.0,1.069044967634406,-40.5,-40.5,1.205147689032572,13.2,10.4,1.3916417163431978,0,0,0,49.5,49.5,0,,,49.5,49.5,,,0,0,0
1582,2017-04-13,1666,348,Month 12,-76.0,-8.0,834.0,10.75,Clear,33,33,6.073745796940266,-0.20791169081775987,0.9781476007338056,-42.0,1.0,68.0,0.05,0.575,68.0,0,51.75,1,0,833.0,836.0,0.9759000729323044,-42.5,-40.5,1.080123449734438,11.1,11.1,1.3916417163431978,0,0,0,51.75,51.75,0,,,51.75,51.75,,,0,0,0
1585,2017-04-12,1665,348,Month 12,-76.0,-7.0,833.0,11.1,Clear,33,33,6.073745796940266,-0.20791169081775987,0.9781476007338056,-41.5,1.0,69.0,0.05,0.6,69.0,0,54.0,1,0,834.0,833.0,1.112697280514604,-42.0,-39.5,1.2051476890325383,10.75,12.5,1.1379806676740907,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1586,2017-04-11,1664,347,Month 12,-74.0,-8.0,832.0,10.05,Clear,33,33,6.056292504420323,-0.22495105434386534,0.9743700647852351,-41.0,1.0,66.0,0.05,0.525,66.0,0,47.25,1,0,833.0,832.0,1.112697280514604,-41.5,-41.5,1.248808956375361,11.1,11.1,0.7205322107072247,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1584,2017-04-10,1663,347,Month 12,-74.0,-6.0,832.0,10.049999999999999,Clear,33,33,6.056292504420323,-0.22495105434386534,0.9743700647852351,-40.0,0.0,68.0,0.0,0.575,68.0,0,51.75,1,0,832.0,834.0,1.0690449676356042,-41.0,-44.0,1.096531327587325,10.05,10.049999999999999,0.7205322107072246,0,0,0,51.75,51.75,0,,,51.75,51.75,,,0,0,0
1583,2017-04-09,1662,346,Month 12,-75.0,-3.0,831.0,12.150000000000002,Clear,33,33,6.03883921190038,-0.24192189559966787,0.9702957262759965,-39.0,1.0,72.0,0.05,0.675,72.0,0,60.75,1,0,832.0,833.0,0.6900655593212806,-40.0,-43.0,1.096531327587325,10.049999999999999,8.649999999999999,0.7205322107072246,0,0,0,60.75,60.75,0,,,60.75,60.75,,,0,0,0
1580,2017-04-08,1661,346,Month 12,-75.0,-5.0,831.0,10.75,Clear,33,33,6.03883921190038,-0.24192189559966787,0.9702957262759965,-40.0,0.0,70.0,0.0,0.625,70.0,0,56.25,1,0,831.0,831.0,1.3451854182578753,-39.0,-40.5,1.304753215125541,12.150000000000002,13.2,0.9569918146636914,0,0,0,56.25,56.25,0,,,56.25,56.25,,,0,0,0
1581,2017-04-07,1660,345,Month 12,-74.0,-5.0,832.0,11.1,Clear,33,33,6.021385919380437,-0.2588190451025207,0.9659258262890683,-39.5,1.0,69.0,0.05,0.6,69.0,0,54.0,1,0,831.0,833.0,1.9760470401105141,-40.0,-42.5,1.409998311380101,10.75,11.1,0.9569918146636914,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1579,2017-04-06,1659,345,Month 12,-77.0,-7.0,832.0,10.75,Clear,33,33,6.021385919380437,-0.2588190451025207,0.9659258262890683,-42.0,0.0,70.0,0.0,0.625,70.0,0,56.25,1,0,832.0,834.0,1.9760470401105141,-39.5,-42.0,1.53917108179926,11.1,10.75,1.4268263150549538,0,0,0,56.25,56.25,0,,,56.25,56.25,,,0,0,0
1577,2017-04-05,1658,344,Month 12,-77.0,-8.0,835.0,12.5,Clear,33,33,6.003932626860494,-0.27563735581699894,0.9612616959383189,-42.5,3.0,69.0,0.15,0.6,69.0,0,54.0,1,0,832.0,833.0,1.9760470401105141,-42.0,-41.5,2.090226690827381,10.75,11.1,1.7895530168173197,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1578,2017-04-04,1657,343,Month 12,-75.0,-9.0,836.0,10.05,Clear,33,33,5.98647933434055,-0.29237170472273716,0.9563047559630353,-42.0,1.0,66.0,0.05,0.525,66.0,0,47.25,1,0,835.0,832.0,2.370453040879804,-42.5,-41.0,2.5796825201488547,12.5,10.05,2.1669871557841094,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1576,2017-04-03,1656,343,Month 12,-75.0,-3.0,832.0,14.25,Clear,33,33,5.98647933434055,-0.29237170472273716,0.9563047559630353,-39.0,4.0,72.0,0.2,0.675,72.0,0,60.75,1,0,836.0,832.0,2.370453040879693,-42.0,-40.0,2.422611735100639,10.05,10.049999999999999,2.1750478921930214,0,0,0,60.75,60.75,0,,,60.75,60.75,,,0,0,0
1574,2017-04-02,1655,342,Month 12,-76.0,-14.0,831.0,8.649999999999999,Clear,33,33,5.969026041820607,-0.3090169943749477,0.9510565162951535,-45.0,1.0,62.0,0.05,0.425,62.0,0,38.25,1,0,832.0,831.0,2.410295378058651,-39.0,-39.0,2.5236972122359234,14.25,12.150000000000002,2.337912173999123,0,0,0,38.25,38.25,0,,,38.25,38.25,,,0,0,0
1575,2017-04-01,1654,342,Month 12,-75.0,-17.0,829.0,7.950000000000001,Clear,33,33,5.969026041820607,-0.3090169943749477,0.9510565162951535,-46.0,2.0,58.0,0.1,0.325,58.0,0,29.25,1,0,831.0,831.0,2.225394561049597,-45.0,-40.0,2.5236972122359234,8.649999999999999,10.75,2.16698715578411,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1573,2017-03-31,1653,341,Month 12,-75.0,-15.0,833.0,10.049999999999999,Clear,33,33,5.951572749300664,-0.3255681544571567,0.9455185755993168,-45.0,4.0,60.0,0.2,0.375,60.0,0,33.75,1,0,829.0,832.0,1.6761634196860582,-46.0,-39.5,2.581988897471562,7.950000000000001,11.1,2.1710212650578313,0,0,0,33.75,33.75,0,,,33.75,33.75,,,0,0,0
1572,2017-03-30,1652,341,Month 12,-76.0,-15.0,834.0,8.3,Clear,33,33,5.951572749300664,-0.3255681544571567,0.9455185755993168,-45.5,1.0,61.0,0.05,0.4,61.0,0,36.0,1,0,833.0,832.0,1.8644544714638136,-45.0,-42.0,2.058663459163496,10.049999999999999,10.75,1.3662601021279366,0,0,0,36.0,36.0,0,,,36.0,36.0,,,0,0,0
1571,2017-03-29,1651,340,Month 12,-77.0,-8.0,833.0,11.1,Clear,33,33,5.934119456780721,-0.3420201433256686,0.9396926207859084,-42.5,1.0,69.0,0.05,0.6,69.0,0,54.0,1,0,834.0,835.0,1.9760470401114936,-45.5,-42.5,1.9880595947759472,8.3,12.5,1.6906606203887597,0,0,0,54.0,54.0,0,,,54.0,54.0,,,0,0,0
1570,2017-03-28,1650,340,Month 12,-75.0,-8.0,833.0,9.700000000000001,Clear,33,33,5.934119456780721,-0.3420201433256686,0.9396926207859084,-41.5,0.0,67.0,0.0,0.55,67.0,0,49.5,1,0,833.0,836.0,1.632993161846384,-42.5,-42.0,2.572750982712331,11.1,10.05,1.7248188310660266,0,0,0,49.5,49.5,0,,,49.5,49.5,,,0,0,0
1569,2017-03-27,1649,339,Month 12,-74.0,-8.0,830.0,11.450000000000001,Clear,33,33,5.916666164260777,-0.35836794954530077,0.9335804264972015,-41.0,3.0,66.0,0.15,0.525,66.0,0,47.25,1,0,833.0,832.0,1.6035674514656406,-41.5,-39.0,2.3401261667247915,9.700000000000001,14.25,1.7315696155030291,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1568,2017-03-26,1648,339,Month 12,-73.0,-14.0,830.0,6.8999999999999995,Clear,33,33,5.916666164260777,-0.35836794954530077,0.9335804264972015,-43.5,0.0,59.0,0.0,0.35,59.0,0,31.5,1,0,830.0,831.0,1.27241802054988,-41.0,-45.0,1.9940387348770223,11.450000000000001,8.649999999999999,1.7483325389257736,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1566,2017-03-25,1647,338,Month 12,-73.0,-3.0,831.0,11.450000000000001,Clear,33,33,5.899212871740834,-0.37460659341591235,0.9271838545667873,-38.0,1.0,70.0,0.05,0.625,70.0,0,56.25,1,0,830.0,829.0,1.1126972805162207,-43.5,-46.0,1.9334154333962243,6.8999999999999995,7.950000000000001,1.7944358444926294,0,0,0,56.25,56.25,0,,,56.25,56.25,,,0,0,0
1565,2017-03-24,1646,337,Month 12,-74.0,-8.0,831.0,9.350000000000001,Clear,33,33,5.8817595792208905,-0.3907311284892739,0.9205048534524403,-41.0,0.0,66.0,0.0,0.525,66.0,0,47.25,1,0,831.0,833.0,0.8997354108276908,-38.0,-45.0,2.0295436972499767,11.450000000000001,10.049999999999999,1.8956089610817177,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1567,2017-03-23,1645,337,Month 12,-74.0,-3.0,832.0,11.8,Clear,33,33,5.8817595792208905,-0.3907311284892739,0.9205048534524403,-38.5,1.0,71.0,0.05,0.65,71.0,0,58.5,1,0,831.0,834.0,1.1547005383679938,-41.0,-45.5,2.1157009420496995,9.350000000000001,8.3,1.7382941830043162,0,0,0,58.5,58.5,0,,,58.5,58.5,,,0,0,0
1562,2017-03-22,1644,336,Month 12,-74.0,-10.0,832.0,8.649999999999999,Clear,33,33,5.8643062867009474,-0.40673664307580015,0.913545457642601,-42.0,0.0,64.0,0.0,0.475,64.0,0,42.75,1,0,832.0,833.0,1.0690449676372884,-38.5,-42.5,1.957890020744978,11.8,11.1,1.4124446891825444,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1563,2017-03-21,1643,336,Month 12,-74.0,-11.0,832.0,8.3,Clear,33,33,5.8643062867009474,-0.40673664307580015,0.913545457642601,-42.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,832.0,833.0,1.1126972805162063,-42.0,-41.5,1.6547190813230834,8.649999999999999,9.700000000000001,1.2409673645990753,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1564,2017-03-20,1642,335,Month 12,-72.0,-13.0,829.0,9.0,Clear,33,33,5.846852994181004,-0.4226182617406992,0.90630778703665,-42.5,3.0,59.0,0.15,0.35,59.0,0,31.5,1,0,832.0,830.0,1.1338934190154932,-42.5,-41.0,1.8580583823928634,8.3,11.450000000000001,1.259629575179402,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1560,2017-03-19,1641,335,Month 12,-72.0,-6.0,831.0,10.75,Clear,33,33,5.846852994181004,-0.4226182617406992,0.90630778703665,-39.0,2.0,66.0,0.1,0.525,66.0,0,47.25,1,0,829.0,830.0,1.2724180205496223,-42.5,-43.5,1.6547190813230834,9.0,6.8999999999999995,0.7788880963698449,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1561,2017-03-18,1640,334,Month 12,-72.0,-8.0,832.0,9.350000000000001,Clear,33,33,5.82939970166106,-0.4383711467890778,0.8987940462991668,-40.0,1.0,64.0,0.05,0.475,64.0,0,42.75,1,0,831.0,831.0,1.3801311186742928,-39.0,-38.0,1.6035674514743787,10.75,11.450000000000001,0.8296585643102269,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1558,2017-03-17,1639,334,Month 12,-71.0,-6.0,832.0,9.0,Clear,33,33,5.82939970166106,-0.4383711467890778,0.8987940462991668,-38.5,0.0,65.0,0.0,0.5,65.0,0,45.0,1,0,832.0,831.0,1.632993161846322,-40.0,-41.0,1.704336206492539,9.350000000000001,9.350000000000001,1.0692676621563508,0,0,0,45.0,45.0,0,,,45.0,45.0,,,0,0,0
1559,2017-03-16,1638,333,Month 12,-73.0,-9.0,833.0,9.350000000000001,Clear,33,33,5.811946409141117,-0.45399049973954697,0.8910065241883678,-41.0,1.0,64.0,0.05,0.475,64.0,0,42.75,1,0,832.0,832.0,0.9759000729321802,-38.5,-38.5,1.53917108179924,9.0,11.8,1.1405408073950303,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1557,2017-03-15,1637,332,Month 12,-73.0,-10.0,833.0,8.3,Clear,33,33,5.794493116621174,-0.4694715627858908,0.882947592858927,-41.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,833.0,832.0,0.8164965809072089,-41.0,-42.0,1.625686668105683,9.350000000000001,8.649999999999999,1.0637982264821848,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1556,2017-03-14,1636,332,Month 12,-72.0,-14.0,834.0,7.25,Clear,33,33,5.794493116621174,-0.4694715627858908,0.882947592858927,-43.0,1.0,58.0,0.05,0.325,58.0,0,29.25,1,0,833.0,832.0,0.7559289459955799,-41.5,-42.5,1.6547190813230632,8.3,8.3,1.3095800853708692,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1555,2017-03-13,1635,331,Month 12,-73.0,-7.0,833.0,10.05,Clear,33,33,5.777039824101231,-0.4848096202463369,0.8746197071393959,-40.0,1.0,66.0,0.05,0.525,66.0,0,47.25,1,0,834.0,829.0,1.069044967632498,-43.0,-42.5,1.7525491637691557,7.25,9.0,1.5121728296284909,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1553,2017-03-12,1634,331,Month 12,-72.0,-5.0,834.0,10.400000000000002,Clear,33,33,5.777039824101231,-0.4848096202463369,0.8746197071393959,-38.5,1.0,67.0,0.05,0.55,67.0,0,49.5,1,0,833.0,831.0,1.5118578920240264,-40.0,-39.0,1.799470821684709,10.05,10.75,1.6906606203887586,0,0,0,49.5,49.5,0,,,49.5,49.5,,,0,0,0
1554,2017-03-10,1633,330,Month 12,-75.0,-4.0,834.0,11.1,Clear,33,33,5.759586531581287,-0.5000000000000004,0.8660254037844384,-39.5,0.0,71.0,0.0,0.65,71.0,0,58.5,1,0,834.0,832.0,1.8644544714604308,-38.5,-40.0,1.799470821684709,10.400000000000002,9.350000000000001,1.6020819787597118,0,0,0,58.5,58.5,0,,,58.5,58.5,,,0,0,0
1552,2017-03-09,1632,330,Month 12,-72.0,-4.0,836.0,11.45,Clear,33,33,5.759586531581287,-0.5000000000000004,0.8660254037844384,-38.0,2.0,68.0,0.1,0.575,68.0,0,51.75,1,0,834.0,832.0,1.9023794624112855,-39.5,-38.5,1.4142135623728718,11.1,9.0,0.778888096369839,0,0,0,51.75,51.75,0,,,51.75,51.75,,,0,0,0
1550,2017-03-08,1631,329,Month 11,-77.0,-6.0,837.0,11.8,Clear,33,33,5.742133239061344,-0.5150380749100545,0.8571673007021121,-41.5,1.0,71.0,0.05,0.65,71.0,0,58.5,1,0,836.0,833.0,1.9023794624104169,-38.0,-41.0,1.4267845968167887,11.45,9.350000000000001,0.853912563829946,0,0,0,58.5,58.5,0,,,58.5,58.5,,,0,0,0
1551,2017-03-07,1630,328,Month 11,-77.0,-6.0,838.0,11.8,Clear,33,33,5.724679946541401,-0.529919264233205,0.8480480961564258,-41.5,1.0,71.0,0.05,0.65,71.0,0,58.5,1,0,837.0,833.0,1.6329931618405096,-41.5,-41.5,1.2863754913559633,11.8,8.3,1.1146748404803828,0,0,0,58.5,58.5,0,,,58.5,58.5,,,0,0,0
1548,2017-03-06,1629,328,Month 11,-74.0,-8.0,837.0,10.05,Clear,33,33,5.724679946541401,-0.529919264233205,0.8480480961564258,-41.0,1.0,66.0,0.05,0.525,66.0,0,47.25,1,0,838.0,834.0,1.1126972805052695,-41.5,-43.0,1.2724180205604723,11.8,7.25,1.4966629547095665,0,0,0,47.25,47.25,0,,,47.25,47.25,,,0,0,0
1549,2017-03-05,1628,327,Month 11,-71.0,-8.0,839.0,9.700000000000001,Clear,33,33,5.707226654021458,-0.544639035015027,0.838670567945424,-39.5,2.0,63.0,0.1,0.45,63.0,0,40.5,1,0,837.0,833.0,0.8997354108130013,-41.0,-40.0,0.8521681032460134,10.05,10.05,1.5483862567201934,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1547,2017-03-04,1627,327,Month 11,-72.0,-9.0,838.0,9.0,Clear,33,33,5.707226654021458,-0.544639035015027,0.838670567945424,-40.5,1.0,63.0,0.05,0.45,63.0,0,40.5,1,0,839.0,834.0,0.8997354108130013,-39.5,-38.5,0.7867957924690704,9.700000000000001,10.400000000000002,1.2916397846664944,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1545,2017-03-03,1626,326,Month 11,-71.0,-11.0,839.0,7.95,Clear,33,33,5.689773361501515,-0.5591929034707466,0.8290375725550418,-41.0,1.0,60.0,0.05,0.375,60.0,0,33.75,1,0,838.0,834.0,1.1338934190038796,-40.5,-39.5,0.6362090102798817,9.0,11.1,0.8504900548115248,0,0,0,33.75,33.75,0,,,33.75,33.75,,,0,0,0
1546,2017-03-02,1625,326,Month 11,-71.0,-8.0,839.0,8.3,Clear,33,33,5.689773361501515,-0.5591929034707466,0.8290375725550418,-39.5,0.0,63.0,0.0,0.45,63.0,0,40.5,1,0,839.0,836.0,1.2909944487141225,-41.0,-38.0,0.556348640263638,7.95,11.45,0.7937253933193638,0,0,0,40.5,40.5,0,,,40.5,40.5,,,0,0,0
1543,2017-03-01,1624,325,Month 11,-72.0,-8.0,837.0,10.049999999999999,Clear,33,33,5.672320068981571,-0.5735764363510465,0.8191520442889916,-40.0,2.0,64.0,0.1,0.475,64.0,0,42.75,1,0,839.0,837.0,1.7182493859517276,-39.5,-41.5,1.1443442705424112,8.3,11.8,0.8296585643102308,0,0,0,42.75,42.75,0,,,42.75,42.75,,,0,0,0
1544,2017-02-28,1623,324,Month 11,-71.0,-10.0,840.0,9.700000000000001,Clear,33,33,5.654866776461628,-0.5877852522924734,0.8090169943749473,-40.5,3.0,61.0,0.15,0.4,61.0,0,36.0,1,0,837.0,838.0,2.2886885410720987,-40.0,-41.5,1.224744871391353,10.049999999999999,11.8,0.8296585643102308,0,0,0,36.0,36.0,0,,,36.0,36.0,,,0,0,0
