Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Ls_rad,sin_Ls,cos_Ls,dust_storm_active,area_7sol_avg,area_30sol_avg,dust_storm_intensity,avg_temp,distance_from_equator,northern_hemisphere,southern_hemisphere,Area (square km)_lag1,Area (square km)_lag7,pressure_lag1,pressure_lag7,avg_temp_lag1,avg_temp_lag7,wind_speed_lag1,wind_speed_lag7,Area (square km)_7sol_std,pressure_7sol_std,avg_temp_7sol_std,wind_speed_7sol_std
31.0,D10,27.0,289.0,-48.65,46.45,232644.94,D10_007,,51.65,40.95,50.0,no,120,2013-03-27,227,289,Month 10,-70.0,4.0,892.0,17.354129258604438,Sunny,31,5.044001538263612,-0.945518575599317,0.3255681544571563,1,240672.742,523500.0767,1,-33.0,46.45,1,0,118265.3,648508.62,892.0,895.0,-33.0,-38.0,17.354129258604438,17.28401908624027,270827.21311916533,2.7945525240105806,2.387965860806783,0.0832875338697357
31.0,D10,28.0,289.0,-33.85,40.75,830792.88,D10_007,,49.65,34.25,50.0,no,120,2013-03-27,227,289,Month 10,-70.0,4.0,892.0,17.354129258604438,Sunny,31,5.044001538263612,-0.945518575599317,0.3255681544571563,1,238903.18614285716,585242.6927,1,-33.0,40.75,1,0,232644.94,367691.78,892.0,894.0,-33.0,-34.5,17.354129258604438,17.3181326440815,272530.39454015583,2.927700218834039,0.9940297973868262,0.09802026142001971
31.0,D10,31.0,291.0,-158.25,34.65,235984.69,D10_010,,37.55,31.15,100.0,no,124,2013-03-30,230,291,Month 10,-69.0,0.0,888.0,17.43172722776819,Sunny,31,5.078908123303499,-0.9335804264972017,0.3583679495453004,1,372894.4975714286,646985.3087,1,-34.5,34.65,1,0,830792.88,367691.78,892.0,894.0,-33.0,-39.5,17.354129258604438,17.3181326440815,395717.7909675278,3.0237157840629245,1.017700489197078,0.10438753973127807
31.0,D11,3.0,294.0,-106.85,43.45,144943.75,D11_001,,46.65,39.75,75.0,no,129,2013-04-04,235,294,Month 10,-70.0,0.0,886.0,17.56195452532309,Sunny,31,5.1312680008633285,-0.9135454576426011,0.40673664307579976,1,684839.7404285715,648779.9083,1,-35.0,43.45,1,0,235984.69,21848.514,888.0,894.0,-34.5,-34.5,17.43172722776819,17.3181326440815,807727.608274252,2.82842712473487,0.9449111825218593,0.10064201263122975
31.0,D11,3.0,294.0,-60.05,32.85,9461.623,D11_002,,34.35,31.75,100.0,no,129,2013-04-04,235,294,Month 10,-70.0,0.0,886.0,17.56195452532309,Sunny,31,5.1312680008633285,-0.9135454576426011,0.40673664307579976,1,726346.3247142857,650574.5079,0,-35.0,32.85,1,0,144943.75,21848.514,886.0,894.0,-35.0,-39.5,17.56195452532309,17.3181326440815,787838.1736631977,2.751622897740028,1.4840420992609151,0.09152939683081601
31.0,D11,3.0,294.0,-49.55,42.55,1038168.3,D11_003,D11_01,53.15,29.25,50.0,no,129,2013-04-04,235,294,Month 10,-70.0,0.0,886.0,17.56195452532309,Sunny,31,5.1312680008633285,-0.9135454576426011,0.40673664307579976,1,682403.2032857144,688081.6862333334,2,-35.0,42.55,1,0,9461.623,100229.12,886.0,892.0,-35.0,-33.0,17.56195452532309,17.354129258604438,789618.0440249756,1.4638501094024507,1.4099983113795194,0.059440482657064767
31.0,D11,4.0,294.0,-38.15,36.95,2301882.0,D11_003,D11_01,48.95,23.25,75.0,no,129,2013-04-04,235,294,Month 10,-70.0,0.0,886.0,17.56195452532309,Sunny,31,5.1312680008633285,-0.9135454576426011,0.40673664307579976,1,788875.2475714287,725588.8645666668,2,-35.0,36.95,1,0,1038168.3,118265.3,886.0,892.0,-35.0,-33.0,17.56195452532309,17.354129258604438,769379.5216137507,1.4638501094030032,1.5236235005494239,0.02514653486386233
31.0,D11,5.0,295.0,-36.45,16.45,523191.03,D11_003,D11_01,22.95,9.55,75.0,no,131,2013-04-06,237,295,Month 10,-71.0,-5.0,883.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,908353.1404285716,737685.2651000001,1,-38.0,16.45,1,0,2301882.0,232644.94,886.0,892.0,-35.0,-33.0,17.56195452532309,17.354129258604438,715788.5628288575,1.4638501094030032,1.4840420992609669,0.025146534863842388
31.0,D11,5.0,295.0,-36.45,16.45,523191.03,D11_003,D11_01,22.95,9.55,75.0,no,130,2013-04-05,236,295,Month 10,-72.0,-3.0,886.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,1110951.5942857142,729674.1027666668,1,-37.5,16.45,1,0,523191.03,830792.88,883.0,892.0,-38.0,-33.0,17.608999384261775,17.354129258604438,612162.9364602478,1.6035674514567795,1.3844373104856205,0.022955540649000496
31.0,D11,6.0,295.0,-36.45,1.15,981289.0,D11_003,D11_01,17.65,-15.95,75.0,yes,131,2013-04-06,237,295,Month 10,-71.0,-5.0,883.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,1166591.9514285715,713385.7624333334,1,-38.0,1.15,1,0,523191.03,235984.69,886.0,888.0,-37.5,-34.5,17.608999384261775,17.43172722776819,622065.216064721,1.6035674514567795,1.0690449676487783,0.01778128533452695
31.0,D11,6.0,295.0,-36.45,1.15,981289.0,D11_003,D11_01,17.65,-15.95,75.0,yes,130,2013-04-05,236,295,Month 10,-72.0,-3.0,886.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,1005604.1228571429,706457.9834333333,1,-37.5,1.15,1,0,981289.0,144943.75,883.0,886.0,-38.0,-35.0,17.608999384261775,17.56195452532309,376731.0893268114,1.5118578920181707,0.7071067811851697,0.018459525895372617
31.0,D11,6.0,295.0,-34.45,41.95,1427650.8,D11_005,,51.95,31.55,50.0,yes,131,2013-04-06,237,295,Month 10,-71.0,-5.0,883.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,969372.3457142857,740433.8041,2,-38.0,41.95,1,0,981289.0,9461.623,886.0,886.0,-37.5,-35.0,17.608999384261775,17.56195452532309,438062.8957383462,1.3451854182477887,0.8591246929830686,0.023831145448286444
31.0,D11,6.0,295.0,-34.45,41.95,1427650.8,D11_005,,51.95,31.55,50.0,yes,130,2013-04-05,236,295,Month 10,-72.0,-3.0,886.0,17.608999384261775,Sunny,31,5.1487212933832724,-0.9063077870366498,0.4226182617406996,1,1187136.9985714287,785937.7336333334,2,-37.5,41.95,1,0,1427650.8,1038168.3,883.0,886.0,-38.0,-35.0,17.608999384261775,17.56195452532309,545102.4341921972,1.2724180205384474,0.9063269671738753,0.038967176403683655
31.0,D11,7.0,296.0,-32.45,-10.25,1174967.2,D11_003,D11_01,5.95,-26.75,75.0,yes,132,2013-04-07,238,296,Month 10,-70.0,-2.0,885.0,17.657838699055414,Sunny,31,5.1661745859032155,-0.898794046299167,0.4383711467890774,1,1339459.0842857142,875492.5331666667,2,-36.0,10.25,0,1,1427650.8,2301882.0,886.0,886.0,-37.5,-35.0,17.608999384261775,17.56195452532309,621601.6917696177,1.069044967622893,0.8521681032451758,0.044698027306570964
31.0,D11,7.0,296.0,-160.45,28.35,269568.59,D11_004,D11_02,31.95,25.05,100.0,no,132,2013-04-07,238,296,Month 10,-70.0,-2.0,885.0,17.657838699055414,Sunny,31,5.1661745859032155,-0.898794046299167,0.4383711467890774,1,1210544.3644285717,962434.6458333334,1,-36.0,28.35,1,0,1174967.2,523191.03,885.0,883.0,-36.0,-38.0,17.657838699055414,17.608999384261775,781319.155250406,0.9759000729195253,0.9063269671738698,0.04479220822918729
31.0,D11,8.0,297.0,-31.15,-15.95,2047543.6,D11_003,D11_01,5.15,-31.25,100.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1017863.6731428572,959906.4596666667,2,-38.0,15.95,0,1,269568.59,523191.03,885.0,886.0,-36.0,-37.5,17.657838699055414,17.608999384261775,879051.7931546876,0.6900655593008435,0.8380817098463299,0.03929027431463836
31.0,D11,8.0,297.0,-31.15,-15.95,2047543.6,D11_003,D11_01,5.15,-31.25,100.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1033360.5017142857,953565.6188333333,2,-37.0,15.95,0,1,2047543.6,981289.0,884.0,883.0,-38.0,-38.0,17.70845759277561,17.608999384261775,888386.5819087275,0.5345224837719068,0.8997354108413276,0.024699491049755152
31.0,D11,8.0,297.0,-61.45,34.25,78885.961,D11_006,,37.15,32.05,100.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1084954.9874285716,931415.5661666667,0,-38.0,34.25,1,0,2047543.6,981289.0,885.0,886.0,-37.0,-37.5,17.70845759277561,17.608999384261775,908246.8167165462,0.5345224837719068,0.755928946017144,0.019132143505635694
31.0,D11,8.0,297.0,-61.45,34.25,78885.961,D11_006,,37.15,32.05,100.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1104755.7245714287,929092.4531666668,0,-37.0,34.25,1,0,78885.961,1427650.8,884.0,883.0,-38.0,-38.0,17.70845759277561,17.608999384261775,888810.7281022994,0.5345224837722093,0.5345224838230225,0.0
31.0,D11,8.0,297.0,-61.15,47.75,1536128.6,D11_007,D11_01,55.95,39.55,50.0,yes,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,870560.0317142858,936204.0761666668,2,-38.0,47.75,1,0,78885.961,1427650.8,885.0,886.0,-37.0,-37.5,17.70845759277561,17.608999384261775,811618.8733750263,0.5345224837719068,0.5345224838230092,0.0
31.0,D11,8.0,297.0,-61.15,47.75,1536128.6,D11_007,D11_01,55.95,39.55,50.0,yes,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,600890.718857143,947831.7700666666,2,-37.0,47.75,1,0,1536128.6,1174967.2,884.0,885.0,-38.0,-36.0,17.70845759277561,17.657838699055414,653593.5129122831,0.5345224837722093,0.5345224838230225,0.0
31.0,D11,8.0,297.0,-163.05,30.35,408173.75,D11_004,D11_02,39.95,23.55,50.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,612458.2115714286,957073.5434000001,1,-38.0,30.35,1,0,1536128.6,269568.59,885.0,885.0,-37.0,-36.0,17.70845759277561,17.657838699055414,643453.0237635347,0.5345224837719068,0.5345224838230092,0.0
31.0,D11,8.0,297.0,-163.05,30.35,408173.75,D11_004,D11_02,39.95,23.55,50.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,799326.8457142857,924191.5267333334,1,-37.0,30.35,1,0,408173.75,2047543.6,884.0,884.0,-38.0,-38.0,17.70845759277561,17.70845759277561,652548.228756663,0.5345224837722093,0.5345224838230225,0.0
31.0,D11,8.0,297.0,171.85,39.75,159858.41,D11_008,,44.45,35.75,50.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,778017.9600000001,908587.4615333334,1,-38.0,39.75,1,0,408173.75,2047543.6,885.0,885.0,-37.0,-37.0,17.70845759277561,17.70845759277561,626389.1343101166,0.5345224837719068,0.5345224838230092,0.0
31.0,D11,8.0,297.0,171.85,39.75,159858.41,D11_008,,44.45,35.75,50.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,945498.5171428571,892983.3963333333,1,-37.0,39.75,1,0,159858.41,78885.961,884.0,884.0,-38.0,-38.0,17.70845759277561,17.70845759277561,940729.5159831629,0.5345224837722093,0.5345224838230225,0.0
31.0,D11,9.0,297.0,-25.75,-18.35,1386966.4,D11_003,D11_01,0.150002,-33.45,75.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1274115.4814285713,864787.8266666667,2,-38.0,18.35,0,1,159858.41,78885.961,885.0,885.0,-37.0,-37.0,17.70845759277561,17.70845759277561,1108552.9792739092,0.5345224837719068,0.5345224838230092,0.0
31.0,D11,9.0,297.0,-25.75,-18.35,1386966.4,D11_003,D11_01,0.150002,-33.45,75.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1221864.9049999998,836592.257,2,-37.0,18.35,0,1,1386966.4,1536128.6,884.0,884.0,-38.0,-38.0,17.70845759277561,17.70845759277561,1163432.1901734746,0.5345224837722093,0.5345224838230225,0.0
31.0,D11,9.0,297.0,-34.25,37.25,2708492.5,D11_007,D11_01,52.65,14.25,50.0,yes,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1205087.9485714284,797955.3646666666,2,-38.0,37.25,1,0,1386966.4,1536128.6,885.0,885.0,-37.0,-37.0,17.70845759277561,17.70845759277561,1181997.579221576,0.5345224837719068,0.5345224838230092,0.0
31.0,D11,9.0,297.0,-34.25,37.25,2708492.5,D11_007,D11_01,52.65,14.25,50.0,yes,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1206006.932857143,775735.6776666667,2,-37.0,37.25,1,0,2708492.5,408173.75,884.0,884.0,-38.0,-38.0,17.70845759277561,17.70845759277561,1181051.610555198,1.4142135623535552,0.6267831705264564,0.01979893327995038
31.0,D11,9.0,297.0,167.85,35.05,42419.715,D11_008,,38.15,32.25,100.0,no,135,2013-04-09,240,297,Month 10,-70.0,-6.0,884.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,1031624.7757142857,743656.9943333332,0,-38.0,35.05,1,0,2708492.5,408173.75,885.0,885.0,-37.0,-37.0,17.70845759277561,17.70845759277561,1238594.3479149046,1.4142135623535552,0.8521681032451893,0.025560312947141922
31.0,D11,9.0,297.0,167.85,35.05,42419.715,D11_008,,38.15,32.25,100.0,no,133,2013-04-08,239,297,Month 10,-73.0,-1.0,885.0,17.70845759277561,Sunny,31,5.183627878423159,-0.891006524188368,0.45399049973954664,1,884671.3528571428,735937.7039666666,0,-37.0,35.05,1,0,42419.715,159858.41,884.0,884.0,-38.0,-38.0,17.70845759277561,17.70845759277561,1250375.767323762,1.718249385952763,0.9322272357347569,0.027999919953838694
31.0,D11,10.0,298.0,-162.55,28.85,166291.3,D11_009,D11_02,32.65,25.25,75.0,no,137,2013-04-11,242,298,Month 10,-70.0,-7.0,881.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,548928.4871428572,675538.5369666667,1,-38.5,28.85,1,0,42419.715,159858.41,885.0,885.0,-37.0,-37.0,17.70845759277561,17.70845759277561,961104.0211697347,1.718249385952763,1.0745984853701995,0.027999919953823622
31.0,D11,10.0,298.0,-162.55,28.85,166291.3,D11_009,D11_02,32.65,25.25,75.0,no,136,2013-04-10,241,298,Month 10,-72.0,0.0,884.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,349918.3442857143,670466.9203,1,-36.0,28.85,1,0,166291.3,1386966.4,881.0,884.0,-38.5,-38.0,17.760840646416973,17.70845759277561,445137.6550129987,1.7728105208410259,1.1547005383784028,0.025560312947092906
31.0,D11,11.0,298.0,-160.75,30.45,358292.44,D11_009,D11_02,35.45,25.55,100.0,no,137,2013-04-11,242,298,Month 10,-70.0,-7.0,881.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,531775.7421428572,686850.8716000001,1,-38.5,30.45,1,0,166291.3,1386966.4,884.0,885.0,-36.0,-37.0,17.760840646416973,17.70845759277561,546964.5534000789,1.7728105208410259,1.2535663410552267,0.01979893327984447
31.0,D11,11.0,298.0,-160.75,30.45,358292.44,D11_009,D11_02,35.45,25.55,100.0,no,136,2013-04-10,241,298,Month 10,-72.0,0.0,884.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,533582.7934285713,787608.7395666668,1,-36.0,30.45,1,0,358292.44,2708492.5,881.0,884.0,-38.5,-38.0,17.760840646416973,17.70845759277561,545096.077795353,1.6035674514586158,1.3363062095613867,0.0
31.0,D11,11.0,298.0,-90.15,46.55,1315421.5,D11_011,,55.95,34.75,50.0,yes,137,2013-04-11,242,298,Month 10,-70.0,-7.0,881.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,517693.904,839791.8529,2,-38.5,46.55,1,0,358292.44,2708492.5,884.0,885.0,-36.0,-37.0,17.760840646416973,17.70845759277561,559029.4483973581,1.6035674514582803,1.3363062095613754,0.0
31.0,D11,11.0,298.0,-90.15,46.55,1315421.5,D11_011,,55.95,34.75,50.0,yes,136,2013-04-10,241,298,Month 10,-72.0,0.0,884.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,513283.9911428572,796594.2252333333,2,-36.0,46.55,1,0,1315421.5,42419.715,881.0,884.0,-38.5,-38.0,17.760840646416973,17.70845759277561,562375.2455777235,1.6035674514586158,1.3363062095613867,0.0
31.0,D11,11.0,298.0,177.65,37.45,55069.074,D11_013,,39.45,35.55,100.0,no,137,2013-04-11,242,298,Month 10,-70.0,-7.0,881.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,481445.344,790995.0925666667,0,-38.5,37.45,1,0,1315421.5,42419.715,884.0,885.0,-36.0,-37.0,17.760840646416973,17.70845759277561,578684.856133336,1.6035674514582803,1.3363062095613754,0.0
31.0,D11,11.0,298.0,177.65,37.45,55069.074,D11_013,,39.45,35.55,100.0,no,136,2013-04-10,241,298,Month 10,-72.0,0.0,884.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,468624.1425714285,885492.4842333333,0,-36.0,37.45,1,0,55069.074,166291.3,881.0,881.0,-38.5,-38.5,17.760840646416973,17.760840646416973,582847.4107925028,1.6035674514582803,1.4142135623724026,0.020459692107340707
31.0,D11,11.0,298.0,171.75,47.65,135421.91,D11_014,,50.95,44.05,50.0,no,137,2013-04-11,242,298,Month 10,-70.0,-7.0,881.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,389429.6697142857,988267.0538999999,1,-38.5,47.65,1,0,55069.074,166291.3,884.0,884.0,-36.0,-36.0,17.760840646416973,17.760840646416973,476588.10853379697,1.4638501094046115,1.4840420992610015,0.026413348925593307
31.0,D11,11.0,298.0,171.75,47.65,135421.91,D11_014,,50.95,44.05,50.0,no,136,2013-04-10,241,298,Month 10,-72.0,0.0,884.0,17.760840646416973,Sunny,31,5.201081170943102,-0.8829475928589271,0.4694715627858904,1,231884.6982857143,1109570.7735666668,1,-36.0,47.65,1,0,135421.91,358292.44,881.0,881.0,-38.5,-38.5,17.760840646416973,17.760840646416973,245926.79055653114,1.4638501094046115,1.3844373104856553,0.028934374049453926
31.0,D11,12.0,299.0,-160.85,31.25,268544.03,D11_009,D11_02,37.95,24.55,75.0,no,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,229444.81328571428,1189970.8935666666,1,-39.0,31.25,1,0,135421.91,358292.44,884.0,884.0,-36.0,-36.0,17.760840646416973,17.760840646416973,248048.9476438121,1.1338934190037202,1.4267845968163455,0.028934374049439604
31.0,D11,12.0,299.0,-90.75,43.25,761060.19,D11_011,,50.65,34.55,50.0,yes,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,255230.4584285714,1154135.9032333335,1,-39.0,43.25,1,0,268544.03,1315421.5,884.0,881.0,-39.0,-38.5,17.81497190359393,17.760840646416973,235989.40240506217,1.1338934190037202,1.1180339887490631,0.02641334892554552
31.0,D11,12.0,299.0,-35.95,14.05,212606.7,D11_012,D11_01,18.95,10.75,50.0,no,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,506655.19985714287,1074250.0429,1,-39.0,14.05,1,0,761060.19,1315421.5,884.0,884.0,-39.0,-36.0,17.81497190359393,17.760840646416973,654144.6256056583,0.0,1.1338934190268648,0.020459692107237182
31.0,D11,12.0,299.0,178.05,31.55,37989.879,D11_013,,34.15,29.25,50.0,no,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,568795.5698571429,989027.6742333334,0,-39.0,31.55,1,0,212606.7,55069.074,884.0,881.0,-39.0,-38.5,17.81497190359393,17.760840646416973,633331.2700760679,0.0,0.0,0.0
31.0,D11,13.0,299.0,-163.05,32.05,235568.59,D11_010,D11_02,36.65,27.05,100.0,no,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,973520.9941428573,992674.3984,1,-39.0,32.05,1,0,37989.879,55069.074,884.0,884.0,-39.0,-36.0,17.81497190359393,17.760840646416973,1124358.4126468056,1.8898223650319756,0.3779644730068148,0.02111421871436342
31.0,D11,13.0,299.0,-73.95,46.45,1895395.1,D11_011,,56.15,36.75,75.0,yes,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,1307886.967,1126061.1745666668,2,-39.0,46.45,1,0,235568.59,135421.91,884.0,881.0,-39.0,-38.5,17.81497190359393,17.760840646416973,1371505.3233423305,2.699206232517859,0.6267831705265353,0.027258339142124798
31.0,D11,13.0,299.0,162.65,45.15,570404.5,D11_015,,50.95,34.05,75.0,no,138,2013-04-12,243,299,Month 10,-71.0,-7.0,884.0,17.81497190359393,Sunny,31,5.218534463463046,-0.8746197071393956,0.4848096202463373,1,1311828.834142857,1255318.8979,1,-39.0,45.15,1,0,1895395.1,135421.91,884.0,884.0,-39.0,-36.0,17.81497190359393,17.760840646416973,1367867.5271433892,2.870208222071398,0.6454972243664598,0.029860014454471874
31.0,D11,14.0,300.0,-45.55,43.45,3101622.0,D11_011,D11_01,56.45,20.25,50.0,yes,140,2013-04-14,245,300,Month 11,-70.0,-6.0,879.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,1340715.9614285715,1272520.8565666666,2,-38.0,43.45,1,0,570404.5,268544.03,884.0,884.0,-39.0,-39.0,17.81497190359393,17.81497190359393,1338298.1316767407,2.9680841985154687,0.6986381310044206,0.029860014454458583
31.0,D11,14.0,300.0,-45.55,43.45,3101622.0,D11_011,D11_01,56.45,20.25,50.0,yes,139,2013-04-13,244,300,Month 11,-69.0,-6.0,878.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,1770362.662857143,1283322.7772333333,2,-37.5,43.45,1,0,3101622.0,761060.19,879.0,884.0,-38.0,-39.0,17.87083487540115,17.81497190359393,1405452.1523550905,2.6726124191158984,0.626783170526489,0.027258339142081114
31.0,D11,14.0,300.0,-161.55,27.25,240199.77,D11_010,D11_02,32.15,22.55,50.0,yes,140,2013-04-14,245,300,Month 11,-70.0,-6.0,879.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,1962891.2914285716,1273390.7204999998,1,-38.0,27.25,1,0,3101622.0,212606.7,878.0,884.0,-37.5,-39.0,17.87083487540115,17.81497190359393,1513583.6341214154,2.1380899352895195,0.5345224838230412,0.021114218714269425
31.0,D11,14.0,300.0,-161.55,27.25,240199.77,D11_010,D11_02,32.15,22.55,50.0,yes,139,2013-04-13,244,300,Month 11,-69.0,-6.0,878.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,2424114.9342857143,1231554.3617666666,1,-37.5,27.25,1,0,240199.77,37989.879,879.0,884.0,-38.0,-39.0,17.87083487540115,17.81497190359393,1510446.2543419937,0.5345224837871867,0.2672612419087754,0.0
31.0,D11,15.0,300.0,38.05,46.95,3243095.5,D11_011,D11_01,57.15,29.55,75.0,yes,140,2013-04-14,245,300,Month 11,-70.0,-6.0,879.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,2523736.077142857,1189294.3926333333,2,-38.0,46.95,1,0,240199.77,235568.59,878.0,884.0,-37.5,-39.0,17.87083487540115,17.81497190359393,1583794.3546239866,0.5345224837875462,0.26726124190875655,0.0
31.0,D11,15.0,300.0,38.05,46.95,3243095.5,D11_011,D11_01,57.15,29.55,75.0,yes,139,2013-04-13,244,300,Month 11,-69.0,-6.0,878.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,2125206.7471428574,1189046.1710333335,2,-37.5,46.95,1,0,3243095.5,1895395.1,879.0,884.0,-38.0,-39.0,17.87083487540115,17.81497190359393,1755792.357685729,0.5345224837871867,0.2672612419087754,0.0
31.0,D11,15.0,300.0,-48.05,30.55,3798970.0,D11_011b,D11_01,56.45,5.05,75.0,yes,140,2013-04-14,245,300,Month 11,-70.0,-6.0,879.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,2135452.0214285715,1217941.1269,2,-38.0,30.55,1,0,3243095.5,570404.5,878.0,884.0,-37.5,-39.0,17.87083487540115,17.81497190359393,1743123.4220877397,0.5345224837875462,0.26726124190875655,0.0
31.0,D11,15.0,300.0,-48.05,30.55,3798970.0,D11_011b,D11_01,56.45,5.05,75.0,yes,139,2013-04-13,244,300,Month 11,-69.0,-6.0,878.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,2122826.5457142857,1244157.6549,2,-37.5,30.55,1,0,3798970.0,3101622.0,879.0,879.0,-38.0,-38.0,17.87083487540115,17.87083487540115,1759382.8916393637,0.5345224837871867,0.2672612419087754,0.0
31.0,D11,15.0,300.0,-161.45,27.85,311916.69,D11_016,D11_02,31.95,22.55,100.0,no,140,2013-04-14,245,300,Month 11,-70.0,-6.0,879.0,17.87083487540115,Sunny,31,5.235987755982989,-0.8660254037844386,0.5000000000000001,1,1681215.9657142856,1247265.6089,1,-38.0,27.85,1,0,3798970.0,3101622.0,878.0,878.0,-37.5,-37.5,17.87083487540115,17.87083487540115,1818299.9487891404,0.5345224837875462,0.26726124190875655,0.0
